name,ec,margin,winner
Alabama,9,Trump +17.23%,R
Alaska,3,Trump +8.54%,R
Arizona,11,Trump +4.85%,R
Arkansas,6,Trump +6.23%,R
California,55,Biden +32.45%,D
Colorado,9,Biden +17.21%,D
Connecticut,7,Biden +26.98%,D
District of Columbia,3,Biden +89.53%,D
Delaware,3,Biden +22.52%,D
Florida,29,Trump +6.19%,R
Georgia,16,Trump +4.14%,R
Hawaii,4,Biden +40.61%,D
Idaho,4,Trump +38.66%,R
Illinois,20,Biden +22.65%,D
Indiana,11,Trump +12.08%,R
Iowa,6,Trump +0.96%,R
Kansas,6,Trump +13.17%,R
Kentucky,8,Trump +20.77%,R
Louisiana,8,Trump +23.89%,R
Maine,2,Biden +17.45%,D
Maine 1st District,1,Biden +24.43%,D
Maine 2nd District,1,Trump +5.06%,R
Maryland,10,Biden +27.7%,D
Massachusetts,11,Biden +37.29%,D
Michigan,16,Biden +1.11%,D
Minnesota,10,Biden +5.85%,D
Mississippi,6,Trump +11.12%,R
Missouri,10,Trump +8.2%,R
Montana,3,Trump +11.88%,R
Nebraska,2,Trump +29.0%,R
Nebraska 1st District,1,Trump +41.42%,R
Nebraska 2nd District,1,Biden +7.19%,D
Nebraska 3rd District,1,Trump +56.89%,R
Nevada,6,Biden +9.72%,D
New Hampshire,4,Biden +8.6%,D
New Jersey,14,Biden +23.76%,D
New Mexico,5,Biden +17.38%,D
New York,29,Biden +30.16%,D
North Carolina,15,Trump +1.18%,R
North Dakota,3,Trump +18.38%,R
Ohio,18,Trump +4.81%,R
Oklahoma,7,Trump +28.93%,R
Oregon,7,Biden +29.92%,D
Pennsylvania,20,Biden +1.66%,D
Rhode Island,4,Biden +26.68%,D
South Carolina,9,Trump +10.93%,R
South Dakota,3,Trump +23.17%,R
Tennessee,11,Trump +14.54%,R
Texas,38,Trump +6.7%,R
Utah,6,Trump +10.73%,R
Vermont,3,Biden +27.35%,D
Virginia,13,Biden +13.3%,D
Washington,12,Biden +31.65%,D
West Virginia,5,Trump +55.4%,R
Wisconsin,10,Biden +1.8%,D
Wyoming,3,Trump +54.32%,R
279,259
