name,ec,margin,winner
Alabama,9,Trump +18.13%,R
Alaska,3,Trump +7.95%,R
Arizona,11,Trump +6.35%,R
Arkansas,6,Trump +3.97%,R
California,55,Biden +33.59%,D
Colorado,9,Biden +14.97%,D
Connecticut,7,Biden +28.99%,D
District of Columbia,3,Biden +89.46%,D
Delaware,3,Biden +23.76%,D
Florida,29,Trump +4.06%,R
Georgia,16,Trump +3.08%,R
Hawaii,4,Biden +39.92%,D
Idaho,4,Trump +39.96%,R
Illinois,20,Biden +21.38%,D
Indiana,11,Trump +12.33%,R
Iowa,6,Trump +0.31%,R
Kansas,6,Trump +12.28%,R
Kentucky,8,Trump +19.53%,R
Louisiana,8,Trump +21.92%,R
Maine,2,Biden +16.41%,D
Maine 1st District,1,Biden +24.55%,D
Maine 2nd District,1,Trump +2.63%,R
Maryland,10,Biden +28.0%,D
Massachusetts,11,Biden +37.6%,D
Michigan,16,Biden +0.86%,D
Minnesota,10,Biden +4.74%,D
Mississippi,6,Trump +11.32%,R
Missouri,10,Trump +6.19%,R
Montana,3,Trump +8.58%,R
Nebraska,2,Trump +29.02%,R
Nebraska 1st District,1,Trump +40.12%,R
Nebraska 2nd District,1,Biden +5.3%,D
Nebraska 3rd District,1,Trump +57.04%,R
Nevada,6,Biden +8.21%,D
New Hampshire,4,Biden +9.82%,D
New Jersey,14,Biden +24.42%,D
New Mexico,5,Biden +15.93%,D
New York,29,Biden +30.91%,D
North Carolina,15,Trump +0.52%,R
North Dakota,3,Trump +19.7%,R
Ohio,18,Trump +3.91%,R
Oklahoma,7,Trump +27.59%,R
Oregon,7,Biden +30.59%,D
Pennsylvania,20,Biden +2.07%,D
Rhode Island,4,Biden +25.33%,D
South Carolina,9,Trump +10.99%,R
South Dakota,3,Trump +24.86%,R
Tennessee,11,Trump +14.29%,R
Texas,38,Trump +4.74%,R
Utah,6,Trump +11.09%,R
Vermont,3,Biden +29.08%,D
Virginia,13,Biden +12.7%,D
Washington,12,Biden +31.94%,D
West Virginia,5,Trump +54.5%,R
Wisconsin,10,Biden +1.05%,D
Wyoming,3,Trump +55.45%,R
279,259
