name,ec,margin,winner
Alabama,9,Trump +17.74%,R
Alaska,3,Trump +6.89%,R
Arizona,11,Trump +5.65%,R
Arkansas,6,Trump +4.79%,R
California,55,Biden +33.45%,D
Colorado,9,Biden +15.4%,D
Connecticut,7,Biden +27.35%,D
District of Columbia,3,Biden +89.03%,D
Delaware,3,Biden +21.63%,D
Florida,29,Trump +4.4%,R
Georgia,16,Trump +4.5%,R
Hawaii,4,Biden +40.5%,D
Idaho,4,Trump +39.43%,R
Illinois,20,Biden +19.95%,D
Indiana,11,Trump +11.73%,R
Iowa,6,Trump +0.99%,R
Kansas,6,Trump +13.1%,R
Kentucky,8,Trump +20.89%,R
Louisiana,8,Trump +22.03%,R
Maine,2,Biden +15.36%,D
Maine 1st District,1,Biden +23.64%,D
Maine 2nd District,1,Trump +2.82%,R
Maryland,10,Biden +27.92%,D
Massachusetts,11,Biden +38.59%,D
Michigan,16,Biden +1.44%,D
Minnesota,10,Biden +5.57%,D
Mississippi,6,Trump +11.37%,R
Missouri,10,Trump +6.08%,R
Montana,3,Trump +9.89%,R
Nebraska,2,Trump +29.81%,R
Nebraska 1st District,1,Trump +41.08%,R
Nebraska 2nd District,1,Biden +7.84%,D
Nebraska 3rd District,1,Trump +56.4%,R
Nevada,6,Biden +5.47%,D
New Hampshire,4,Biden +8.6%,D
New Jersey,14,Biden +25.84%,D
New Mexico,5,Biden +18.19%,D
New York,29,Biden +30.04%,D
North Carolina,15,Trump +0.87%,R
North Dakota,3,Trump +19.79%,R
Ohio,18,Trump +4.71%,R
Oklahoma,7,Trump +28.11%,R
Oregon,7,Biden +30.01%,D
Pennsylvania,20,Biden +1.56%,D
Rhode Island,4,Biden +24.74%,D
South Carolina,9,Trump +9.89%,R
South Dakota,3,Trump +24.86%,R
Tennessee,11,Trump +13.55%,R
Texas,38,Trump +7.72%,R
Utah,6,Trump +10.91%,R
Vermont,3,Biden +30.69%,D
Virginia,13,Biden +14.29%,D
Washington,12,Biden +30.71%,D
West Virginia,5,Trump +54.91%,R
Wisconsin,10,Biden +0.72%,D
Wyoming,3,Trump +55.89%,R
279,259
