name,ec,margin,winner
Alabama,9,Trump +19.81%,R
Alaska,3,Trump +9.06%,R
Arizona,11,Trump +5.78%,R
Arkansas,6,Trump +3.38%,R
California,55,Biden +32.67%,D
Colorado,9,Biden +14.28%,D
Connecticut,7,Biden +29.62%,D
District of Columbia,3,Biden +88.95%,D
Delaware,3,Biden +22.95%,D
Florida,29,Trump +4.84%,R
Georgia,16,Trump +4.56%,R
Hawaii,4,Biden +40.28%,D
Idaho,4,Trump +40.12%,R
Illinois,20,Biden +22.1%,D
Indiana,11,Trump +12.8%,R
Iowa,6,Biden +0.09%,D
Kansas,6,Trump +11.41%,R
Kentucky,8,Trump +19.96%,R
Louisiana,8,Trump +22.9%,R
Maine,2,Biden +15.7%,D
Maine 1st District,1,Biden +25.05%,D
Maine 2nd District,1,Trump +3.67%,R
Maryland,10,Biden +29.15%,D
Massachusetts,11,Biden +37.93%,D
Michigan,16,Biden +2.23%,D
Minnesota,10,Biden +7.8%,D
Mississippi,6,Trump +11.13%,R
Missouri,10,Trump +6.4%,R
Montana,3,Trump +9.52%,R
Nebraska,2,Trump +31.41%,R
Nebraska 1st District,1,Trump +40.58%,R
Nebraska 2nd District,1,Biden +6.56%,D
Nebraska 3rd District,1,Trump +57.51%,R
Nevada,6,Biden +8.03%,D
New Hampshire,4,Biden +7.31%,D
New Jersey,14,Biden +23.52%,D
New Mexico,5,Biden +15.12%,D
New York,29,Biden +29.36%,D
North Carolina,15,Biden +0.14%,D
North Dakota,3,Trump +17.95%,R
Ohio,18,Trump +4.07%,R
Oklahoma,7,Trump +26.96%,R
Oregon,7,Biden +29.66%,D
Pennsylvania,20,Biden +2.43%,D
Rhode Island,4,Biden +25.0%,D
South Carolina,9,Trump +10.19%,R
South Dakota,3,Trump +23.2%,R
Tennessee,11,Trump +14.52%,R
Texas,38,Trump +4.13%,R
Utah,6,Trump +8.9%,R
Vermont,3,Biden +28.7%,D
Virginia,13,Biden +14.43%,D
Washington,12,Biden +32.79%,D
West Virginia,5,Trump +57.55%,R
Wisconsin,10,Biden +0.96%,D
Wyoming,3,Trump +55.06%,R
300,238
