name,ec,margin,winner
Alabama,9,Trump +19.21%,R
Alaska,3,Trump +7.24%,R
Arizona,11,Trump +5.51%,R
Arkansas,6,Trump +4.45%,R
California,55,Biden +32.82%,D
Colorado,9,Biden +16.34%,D
Connecticut,7,Biden +27.14%,D
District of Columbia,3,Biden +88.45%,D
Delaware,3,Biden +22.54%,D
Florida,29,Trump +4.12%,R
Georgia,16,Trump +3.19%,R
Hawaii,4,Biden +41.33%,D
Idaho,4,Trump +38.9%,R
Illinois,20,Biden +20.86%,D
Indiana,11,Trump +12.33%,R
Iowa,6,Trump +0.5%,R
Kansas,6,Trump +13.59%,R
Kentucky,8,Trump +20.02%,R
Louisiana,8,Trump +21.63%,R
Maine,2,Biden +15.72%,D
Maine 1st District,1,Biden +24.53%,D
Maine 2nd District,1,Trump +4.44%,R
Maryland,10,Biden +25.28%,D
Massachusetts,11,Biden +37.08%,D
Michigan,16,Biden +2.98%,D
Minnesota,10,Biden +6.29%,D
Mississippi,6,Trump +12.54%,R
Missouri,10,Trump +8.76%,R
Montana,3,Trump +11.09%,R
Nebraska,2,Trump +31.32%,R
Nebraska 1st District,1,Trump +41.61%,R
Nebraska 2nd District,1,Biden +5.76%,D
Nebraska 3rd District,1,Trump +56.03%,R
Nevada,6,Biden +8.19%,D
New Hampshire,4,Biden +9.49%,D
New Jersey,14,Biden +25.01%,D
New Mexico,5,Biden +15.9%,D
New York,29,Biden +29.98%,D
North Carolina,15,Biden +0.13%,D
North Dakota,3,Trump +19.51%,R
Ohio,18,Trump +5.32%,R
Oklahoma,7,Trump +28.66%,R
Oregon,7,Biden +29.74%,D
Pennsylvania,20,Biden +2.86%,D
Rhode Island,4,Biden +26.95%,D
South Carolina,9,Trump +10.57%,R
South Dakota,3,Trump +23.88%,R
Tennessee,11,Trump +15.74%,R
Texas,38,Trump +6.34%,R
Utah,6,Trump +9.5%,R
Vermont,3,Biden +27.93%,D
Virginia,13,Biden +13.65%,D
Washington,12,Biden +30.81%,D
West Virginia,5,Trump +55.32%,R
Wisconsin,10,Biden +2.02%,D
Wyoming,3,Trump +54.62%,R
294,244
