name,ec,margin,winner
Alabama,9,Trump +15.23%,R
Alaska,3,Trump +7.09%,R
Arizona,11,Trump +4.5%,R
Arkansas,6,Trump +6.33%,R
California,55,Biden +33.95%,D
Colorado,9,Biden +13.94%,D
Connecticut,7,Biden +29.59%,D
District of Columbia,3,Biden +89.56%,D
Delaware,3,Biden +22.09%,D
Florida,29,Trump +5.44%,R
Georgia,16,Trump +4.81%,R
Hawaii,4,Biden +40.97%,D
Idaho,4,Trump +38.02%,R
Illinois,20,Biden +22.81%,D
Indiana,11,Trump +13.58%,R
Iowa,6,Trump +0.83%,R
Kansas,6,Trump +13.56%,R
Kentucky,8,Trump +19.83%,R
Louisiana,8,Trump +23.37%,R
Maine,2,Biden +15.78%,D
Maine 1st District,1,Biden +25.32%,D
Maine 2nd District,1,Trump +4.23%,R
Maryland,10,Biden +27.86%,D
Massachusetts,11,Biden +38.43%,D
Michigan,16,Biden +2.19%,D
Minnesota,10,Biden +6.25%,D
Mississippi,6,Trump +11.02%,R
Missouri,10,Trump +8.31%,R
Montana,3,Trump +10.98%,R
Nebraska,2,Trump +32.25%,R
Nebraska 1st District,1,Trump +41.19%,R
Nebraska 2nd District,1,Biden +6.87%,D
Nebraska 3rd District,1,Trump +57.57%,R
Nevada,6,Biden +7.78%,D
New Hampshire,4,Biden +8.89%,D
New Jersey,14,Biden +23.19%,D
New Mexico,5,Biden +16.86%,D
New York,29,Biden +28.57%,D
North Carolina,15,Biden +0.84%,D
North Dakota,3,Trump +19.87%,R
Ohio,18,Trump +6.77%,R
Oklahoma,7,Trump +29.61%,R
Oregon,7,Biden +29.47%,D
Pennsylvania,20,Biden +1.69%,D
Rhode Island,4,Biden +26.44%,D
South Carolina,9,Trump +10.97%,R
South Dakota,3,Trump +23.16%,R
Tennessee,11,Trump +14.11%,R
Texas,38,Trump +4.74%,R
Utah,6,Trump +11.62%,R
Vermont,3,Biden +27.66%,D
Virginia,13,Biden +13.72%,D
Washington,12,Biden +30.67%,D
West Virginia,5,Trump +55.28%,R
Wisconsin,10,Biden +1.52%,D
Wyoming,3,Trump +54.87%,R
294,244
