name,ec,margin,winner
Alabama,9,Trump +19.0%,R
Alaska,3,Trump +7.23%,R
Arizona,11,Trump +6.6%,R
Arkansas,6,Trump +5.16%,R
California,55,Biden +33.95%,D
Colorado,9,Biden +14.18%,D
Connecticut,7,Biden +26.64%,D
District of Columbia,3,Biden +88.96%,D
Delaware,3,Biden +22.64%,D
Florida,29,Trump +3.76%,R
Georgia,16,Trump +5.08%,R
Hawaii,4,Biden +40.55%,D
Idaho,4,Trump +38.98%,R
Illinois,20,Biden +21.44%,D
Indiana,11,Trump +12.03%,R
Iowa,6,Trump +2.93%,R
Kansas,6,Trump +13.63%,R
Kentucky,8,Trump +20.48%,R
Louisiana,8,Trump +21.94%,R
Maine,2,Biden +13.43%,D
Maine 1st District,1,Biden +23.21%,D
Maine 2nd District,1,Trump +4.32%,R
Maryland,10,Biden +27.29%,D
Massachusetts,11,Biden +38.04%,D
Michigan,16,Biden +1.99%,D
Minnesota,10,Biden +6.15%,D
Mississippi,6,Trump +9.8%,R
Missouri,10,Trump +8.72%,R
Montana,3,Trump +9.4%,R
Nebraska,2,Trump +29.02%,R
Nebraska 1st District,1,Trump +40.3%,R
Nebraska 2nd District,1,Biden +4.93%,D
Nebraska 3rd District,1,Trump +57.11%,R
Nevada,6,Biden +8.43%,D
New Hampshire,4,Biden +10.11%,D
New Jersey,14,Biden +25.22%,D
New Mexico,5,Biden +17.89%,D
New York,29,Biden +31.26%,D
North Carolina,15,Trump +0.97%,R
North Dakota,3,Trump +18.95%,R
Ohio,18,Trump +4.37%,R
Oklahoma,7,Trump +27.41%,R
Oregon,7,Biden +29.26%,D
Pennsylvania,20,Biden +2.04%,D
Rhode Island,4,Biden +25.69%,D
South Carolina,9,Trump +9.63%,R
South Dakota,3,Trump +24.52%,R
Tennessee,11,Trump +13.87%,R
Texas,38,Trump +3.76%,R
Utah,6,Trump +11.19%,R
Vermont,3,Biden +28.16%,D
Virginia,13,Biden +11.58%,D
Washington,12,Biden +33.1%,D
West Virginia,5,Trump +55.96%,R
Wisconsin,10,Biden +1.2%,D
Wyoming,3,Trump +55.34%,R
279,259
