name,ec,margin,winner
Alabama,9,Trump +18.29%,R
Alaska,3,Trump +7.85%,R
Arizona,11,Trump +4.75%,R
Arkansas,6,Trump +6.89%,R
California,55,Biden +34.4%,D
Colorado,9,Biden +16.61%,D
Connecticut,7,Biden +27.54%,D
District of Columbia,3,Biden +88.63%,D
Delaware,3,Biden +23.13%,D
Florida,29,Trump +3.46%,R
Georgia,16,Trump +3.41%,R
Hawaii,4,Biden +39.51%,D
Idaho,4,Trump +38.44%,R
Illinois,20,Biden +21.87%,D
Indiana,11,Trump +12.08%,R
Iowa,6,Trump +1.35%,R
Kansas,6,Trump +14.07%,R
Kentucky,8,Trump +20.55%,R
Louisiana,8,Trump +22.75%,R
Maine,2,Biden +16.04%,D
Maine 1st District,1,Biden +24.1%,D
Maine 2nd District,1,Trump +3.58%,R
Maryland,10,Biden +28.72%,D
Massachusetts,11,Biden +36.46%,D
Michigan,16,Trump +0.67%,R
Minnesota,10,Biden +8.14%,D
Mississippi,6,Trump +10.1%,R
Missouri,10,Trump +7.58%,R
Montana,3,Trump +10.28%,R
Nebraska,2,Trump +31.19%,R
Nebraska 1st District,1,Trump +42.08%,R
Nebraska 2nd District,1,Biden +6.94%,D
Nebraska 3rd District,1,Trump +56.9%,R
Nevada,6,Biden +9.54%,D
New Hampshire,4,Biden +9.05%,D
New Jersey,14,Biden +24.26%,D
New Mexico,5,Biden +18.18%,D
New York,29,Biden +31.15%,D
North Carolina,15,Trump +0.58%,R
North Dakota,3,Trump +19.55%,R
Ohio,18,Trump +6.32%,R
Oklahoma,7,Trump +27.31%,R
Oregon,7,Biden +29.92%,D
Pennsylvania,20,Biden +0.08%,D
Rhode Island,4,Biden +24.92%,D
South Carolina,9,Trump +10.59%,R
South Dakota,3,Trump +22.62%,R
Tennessee,11,Trump +14.61%,R
Texas,38,Trump +5.86%,R
Utah,6,Trump +11.54%,R
Vermont,3,Biden +28.44%,D
Virginia,13,Biden +10.93%,D
Washington,12,Biden +31.57%,D
West Virginia,5,Trump +53.43%,R
Wisconsin,10,Biden +3.74%,D
Wyoming,3,Trump +55.1%,R
263,275
