name,ec,margin,winner
Alabama,9,Trump +17.87%,R
Alaska,3,Trump +7.51%,R
Arizona,11,Trump +4.39%,R
Arkansas,6,Trump +5.2%,R
California,55,Biden +33.56%,D
Colorado,9,Biden +15.49%,D
Connecticut,7,Biden +27.21%,D
District of Columbia,3,Biden +90.06%,D
Delaware,3,Biden +22.38%,D
Florida,29,Trump +4.4%,R
Georgia,16,Trump +4.75%,R
Hawaii,4,Biden +38.88%,D
Idaho,4,Trump +38.63%,R
Illinois,20,Biden +21.06%,D
Indiana,11,Trump +11.37%,R
Iowa,6,Trump +1.43%,R
Kansas,6,Trump +13.44%,R
Kentucky,8,Trump +20.75%,R
Louisiana,8,Trump +21.59%,R
Maine,2,Biden +15.38%,D
Maine 1st District,1,Biden +24.03%,D
Maine 2nd District,1,Trump +3.95%,R
Maryland,10,Biden +27.27%,D
Massachusetts,11,Biden +36.85%,D
Michigan,16,Biden +2.87%,D
Minnesota,10,Biden +4.35%,D
Mississippi,6,Trump +11.27%,R
Missouri,10,Trump +7.44%,R
Montana,3,Trump +10.6%,R
Nebraska,2,Trump +29.51%,R
Nebraska 1st District,1,Trump +39.31%,R
Nebraska 2nd District,1,Biden +6.52%,D
Nebraska 3rd District,1,Trump +55.17%,R
Nevada,6,Biden +7.92%,D
New Hampshire,4,Biden +7.38%,D
New Jersey,14,Biden +23.46%,D
New Mexico,5,Biden +17.09%,D
New York,29,Biden +30.49%,D
North Carolina,15,Biden +0.97%,D
North Dakota,3,Trump +19.52%,R
Ohio,18,Trump +4.4%,R
Oklahoma,7,Trump +27.82%,R
Oregon,7,Biden +29.35%,D
Pennsylvania,20,Biden +2.04%,D
Rhode Island,4,Biden +24.53%,D
South Carolina,9,Trump +10.8%,R
South Dakota,3,Trump +23.22%,R
Tennessee,11,Trump +13.61%,R
Texas,38,Trump +4.79%,R
Utah,6,Trump +11.22%,R
Vermont,3,Biden +28.19%,D
Virginia,13,Biden +14.81%,D
Washington,12,Biden +31.0%,D
West Virginia,5,Trump +53.16%,R
Wisconsin,10,Biden +0.59%,D
Wyoming,3,Trump +54.23%,R
294,244
