name,ec,margin,winner
Alabama,9,Trump +18.38%,R
Alaska,3,Trump +7.52%,R
Arizona,11,Trump +4.89%,R
Arkansas,6,Trump +5.62%,R
California,55,Biden +32.66%,D
Colorado,9,Biden +17.26%,D
Connecticut,7,Biden +28.46%,D
District of Columbia,3,Biden +88.79%,D
Delaware,3,Biden +21.95%,D
Florida,29,Trump +4.97%,R
Georgia,16,Trump +2.93%,R
Hawaii,4,Biden +39.38%,D
Idaho,4,Trump +37.83%,R
Illinois,20,Biden +21.69%,D
Indiana,11,Trump +11.63%,R
Iowa,6,Biden +0.84%,D
Kansas,6,Trump +13.33%,R
Kentucky,8,Trump +21.16%,R
Louisiana,8,Trump +22.09%,R
Maine,2,Biden +14.94%,D
Maine 1st District,1,Biden +23.89%,D
Maine 2nd District,1,Trump +4.98%,R
Maryland,10,Biden +27.63%,D
Massachusetts,11,Biden +37.39%,D
Michigan,16,Biden +1.48%,D
Minnesota,10,Biden +6.05%,D
Mississippi,6,Trump +11.83%,R
Missouri,10,Trump +7.62%,R
Montana,3,Trump +10.18%,R
Nebraska,2,Trump +31.61%,R
Nebraska 1st District,1,Trump +40.55%,R
Nebraska 2nd District,1,Biden +5.29%,D
Nebraska 3rd District,1,Trump +56.99%,R
Nevada,6,Biden +7.89%,D
New Hampshire,4,Biden +7.67%,D
New Jersey,14,Biden +23.78%,D
New Mexico,5,Biden +17.94%,D
New York,29,Biden +28.55%,D
North Carolina,15,Trump +0.03%,R
North Dakota,3,Trump +17.84%,R
Ohio,18,Trump +3.81%,R
Oklahoma,7,Trump +26.17%,R
Oregon,7,Biden +30.14%,D
Pennsylvania,20,Biden +1.97%,D
Rhode Island,4,Biden +25.48%,D
South Carolina,9,Trump +9.61%,R
South Dakota,3,Trump +21.32%,R
Tennessee,11,Trump +14.57%,R
Texas,38,Trump +4.14%,R
Utah,6,Trump +9.98%,R
Vermont,3,Biden +28.78%,D
Virginia,13,Biden +14.56%,D
Washington,12,Biden +30.54%,D
West Virginia,5,Trump +55.54%,R
Wisconsin,10,Biden +2.49%,D
Wyoming,3,Trump +55.57%,R
285,253
