name,ec,margin,winner
Alabama,9,Trump +19.29%,R
Alaska,3,Trump +6.68%,R
Arizona,11,Trump +4.52%,R
Arkansas,6,Trump +5.44%,R
California,55,Biden +33.55%,D
Colorado,9,Biden +16.6%,D
Connecticut,7,Biden +27.42%,D
District of Columbia,3,Biden +88.8%,D
Delaware,3,Biden +22.26%,D
Florida,29,Trump +3.65%,R
Georgia,16,Trump +4.34%,R
Hawaii,4,Biden +41.2%,D
Idaho,4,Trump +38.45%,R
Illinois,20,Biden +21.05%,D
Indiana,11,Trump +13.0%,R
Iowa,6,Biden +0.22%,D
Kansas,6,Trump +13.08%,R
Kentucky,8,Trump +19.06%,R
Louisiana,8,Trump +22.05%,R
Maine,2,Biden +16.16%,D
Maine 1st District,1,Biden +23.3%,D
Maine 2nd District,1,Trump +4.0%,R
Maryland,10,Biden +27.19%,D
Massachusetts,11,Biden +38.13%,D
Michigan,16,Biden +3.22%,D
Minnesota,10,Biden +6.95%,D
Mississippi,6,Trump +12.69%,R
Missouri,10,Trump +6.84%,R
Montana,3,Trump +9.23%,R
Nebraska,2,Trump +30.91%,R
Nebraska 1st District,1,Trump +39.12%,R
Nebraska 2nd District,1,Biden +5.96%,D
Nebraska 3rd District,1,Trump +58.21%,R
Nevada,6,Biden +7.79%,D
New Hampshire,4,Biden +8.95%,D
New Jersey,14,Biden +25.4%,D
New Mexico,5,Biden +15.59%,D
New York,29,Biden +29.95%,D
North Carolina,15,Biden +0.97%,D
North Dakota,3,Trump +19.55%,R
Ohio,18,Trump +4.9%,R
Oklahoma,7,Trump +27.52%,R
Oregon,7,Biden +28.37%,D
Pennsylvania,20,Biden +1.22%,D
Rhode Island,4,Biden +25.46%,D
South Carolina,9,Trump +10.21%,R
South Dakota,3,Trump +25.28%,R
Tennessee,11,Trump +13.89%,R
Texas,38,Trump +4.97%,R
Utah,6,Trump +11.33%,R
Vermont,3,Biden +28.4%,D
Virginia,13,Biden +13.96%,D
Washington,12,Biden +33.15%,D
West Virginia,5,Trump +57.03%,R
Wisconsin,10,Biden +1.77%,D
Wyoming,3,Trump +54.98%,R
300,238
