name,ec,margin,winner
Alabama,9,Trump +18.63%,R
Alaska,3,Trump +7.17%,R
Arizona,11,Trump +6.82%,R
Arkansas,6,Trump +3.72%,R
California,55,Biden +35.58%,D
Colorado,9,Biden +14.89%,D
Connecticut,7,Biden +27.56%,D
District of Columbia,3,Biden +88.85%,D
Delaware,3,Biden +21.97%,D
Florida,29,Trump +3.78%,R
Georgia,16,Trump +5.67%,R
Hawaii,4,Biden +41.64%,D
Idaho,4,Trump +39.36%,R
Illinois,20,Biden +19.03%,D
Indiana,11,Trump +9.72%,R
Iowa,6,Trump +2.72%,R
Kansas,6,Trump +14.24%,R
Kentucky,8,Trump +21.42%,R
Louisiana,8,Trump +22.64%,R
Maine,2,Biden +16.07%,D
Maine 1st District,1,Biden +22.76%,D
Maine 2nd District,1,Trump +2.52%,R
Maryland,10,Biden +27.06%,D
Massachusetts,11,Biden +36.4%,D
Michigan,16,Biden +1.86%,D
Minnesota,10,Biden +5.68%,D
Mississippi,6,Trump +12.58%,R
Missouri,10,Trump +7.17%,R
Montana,3,Trump +8.77%,R
Nebraska,2,Trump +30.46%,R
Nebraska 1st District,1,Trump +40.78%,R
Nebraska 2nd District,1,Biden +7.0%,D
Nebraska 3rd District,1,Trump +57.71%,R
Nevada,6,Biden +7.71%,D
New Hampshire,4,Biden +8.32%,D
New Jersey,14,Biden +26.16%,D
New Mexico,5,Biden +18.86%,D
New York,29,Biden +29.6%,D
North Carolina,15,Biden +0.32%,D
North Dakota,3,Trump +20.69%,R
Ohio,18,Trump +4.76%,R
Oklahoma,7,Trump +27.93%,R
Oregon,7,Biden +29.99%,D
Pennsylvania,20,Biden +0.23%,D
Rhode Island,4,Biden +26.12%,D
South Carolina,9,Trump +9.52%,R
South Dakota,3,Trump +22.55%,R
Tennessee,11,Trump +14.08%,R
Texas,38,Trump +4.17%,R
Utah,6,Trump +11.33%,R
Vermont,3,Biden +28.12%,D
Virginia,13,Biden +14.95%,D
Washington,12,Biden +31.74%,D
West Virginia,5,Trump +54.89%,R
Wisconsin,10,Biden +1.53%,D
Wyoming,3,Trump +56.11%,R
294,244
