name,ec,margin,winner
Alabama,9,Trump +21.17%,R
Alaska,3,Trump +8.84%,R
Arizona,11,Trump +4.85%,R
Arkansas,6,Trump +5.94%,R
California,55,Biden +31.72%,D
Colorado,9,Biden +15.23%,D
Connecticut,7,Biden +27.69%,D
District of Columbia,3,Biden +90.4%,D
Delaware,3,Biden +22.85%,D
Florida,29,Trump +3.84%,R
Georgia,16,Trump +2.68%,R
Hawaii,4,Biden +41.12%,D
Idaho,4,Trump +38.67%,R
Illinois,20,Biden +21.82%,D
Indiana,11,Trump +13.39%,R
Iowa,6,Biden +0.01%,D
Kansas,6,Trump +12.03%,R
Kentucky,8,Trump +19.71%,R
Louisiana,8,Trump +22.49%,R
Maine,2,Biden +14.68%,D
Maine 1st District,1,Biden +24.63%,D
Maine 2nd District,1,Trump +5.19%,R
Maryland,10,Biden +26.55%,D
Massachusetts,11,Biden +38.34%,D
Michigan,16,Biden +1.58%,D
Minnesota,10,Biden +5.28%,D
Mississippi,6,Trump +11.31%,R
Missouri,10,Trump +8.23%,R
Montana,3,Trump +10.97%,R
Nebraska,2,Trump +28.67%,R
Nebraska 1st District,1,Trump +41.13%,R
Nebraska 2nd District,1,Biden +5.96%,D
Nebraska 3rd District,1,Trump +56.15%,R
Nevada,6,Biden +9.54%,D
New Hampshire,4,Biden +8.53%,D
New Jersey,14,Biden +24.75%,D
New Mexico,5,Biden +15.62%,D
New York,29,Biden +30.34%,D
North Carolina,15,Biden +0.48%,D
North Dakota,3,Trump +20.23%,R
Ohio,18,Trump +4.68%,R
Oklahoma,7,Trump +28.12%,R
Oregon,7,Biden +29.67%,D
Pennsylvania,20,Biden +0.97%,D
Rhode Island,4,Biden +25.37%,D
South Carolina,9,Trump +10.06%,R
South Dakota,3,Trump +22.03%,R
Tennessee,11,Trump +13.59%,R
Texas,38,Trump +4.44%,R
Utah,6,Trump +12.5%,R
Vermont,3,Biden +28.51%,D
Virginia,13,Biden +11.02%,D
Washington,12,Biden +30.62%,D
West Virginia,5,Trump +55.5%,R
Wisconsin,10,Biden +0.94%,D
Wyoming,3,Trump +55.58%,R
300,238
