name,ec,margin,winner
Alabama,9,Trump +18.6%,R
Alaska,3,Trump +8.55%,R
Arizona,11,Trump +4.97%,R
Arkansas,6,Trump +5.27%,R
California,55,Biden +34.8%,D
Colorado,9,Biden +14.34%,D
Connecticut,7,Biden +25.86%,D
District of Columbia,3,Biden +90.04%,D
Delaware,3,Biden +23.74%,D
Florida,29,Trump +4.59%,R
Georgia,16,Trump +5.95%,R
Hawaii,4,Biden +39.89%,D
Idaho,4,Trump +38.45%,R
Illinois,20,Biden +22.56%,D
Indiana,11,Trump +11.37%,R
Iowa,6,Trump +2.55%,R
Kansas,6,Trump +13.13%,R
Kentucky,8,Trump +20.85%,R
Louisiana,8,Trump +20.38%,R
Maine,2,Biden +15.0%,D
Maine 1st District,1,Biden +24.99%,D
Maine 2nd District,1,Trump +4.67%,R
Maryland,10,Biden +28.52%,D
Massachusetts,11,Biden +37.27%,D
Michigan,16,Biden +3.21%,D
Minnesota,10,Biden +6.24%,D
Mississippi,6,Trump +14.25%,R
Missouri,10,Trump +8.15%,R
Montana,3,Trump +9.41%,R
Nebraska,2,Trump +29.56%,R
Nebraska 1st District,1,Trump +40.49%,R
Nebraska 2nd District,1,Biden +5.97%,D
Nebraska 3rd District,1,Trump +57.05%,R
Nevada,6,Biden +7.43%,D
New Hampshire,4,Biden +7.21%,D
New Jersey,14,Biden +23.55%,D
New Mexico,5,Biden +14.88%,D
New York,29,Biden +28.98%,D
North Carolina,15,Biden +0.74%,D
North Dakota,3,Trump +19.49%,R
Ohio,18,Trump +4.31%,R
Oklahoma,7,Trump +29.48%,R
Oregon,7,Biden +28.98%,D
Pennsylvania,20,Biden +3.12%,D
Rhode Island,4,Biden +25.57%,D
South Carolina,9,Trump +8.85%,R
South Dakota,3,Trump +24.23%,R
Tennessee,11,Trump +13.22%,R
Texas,38,Trump +5.52%,R
Utah,6,Trump +12.16%,R
Vermont,3,Biden +26.99%,D
Virginia,13,Biden +12.86%,D
Washington,12,Biden +31.65%,D
West Virginia,5,Trump +56.05%,R
Wisconsin,10,Biden +2.88%,D
Wyoming,3,Trump +55.66%,R
294,244
