name,ec,margin,winner
Alabama,9,Trump +17.82%,R
Alaska,3,Trump +9.07%,R
Arizona,11,Trump +6.51%,R
Arkansas,6,Trump +6.16%,R
California,55,Biden +34.4%,D
Colorado,9,Biden +16.84%,D
Connecticut,7,Biden +26.53%,D
District of Columbia,3,Biden +89.5%,D
Delaware,3,Biden +22.57%,D
Florida,29,Trump +3.43%,R
Georgia,16,Trump +3.57%,R
Hawaii,4,Biden +38.67%,D
Idaho,4,Trump +39.09%,R
Illinois,20,Biden +21.47%,D
Indiana,11,Trump +11.03%,R
Iowa,6,Trump +1.5%,R
Kansas,6,Trump +13.23%,R
Kentucky,8,Trump +21.79%,R
Louisiana,8,Trump +21.61%,R
Maine,2,Biden +15.72%,D
Maine 1st District,1,Biden +23.45%,D
Maine 2nd District,1,Trump +4.96%,R
Maryland,10,Biden +27.99%,D
Massachusetts,11,Biden +38.17%,D
Michigan,16,Biden +2.49%,D
Minnesota,10,Biden +5.65%,D
Mississippi,6,Trump +10.63%,R
Missouri,10,Trump +6.83%,R
Montana,3,Trump +9.95%,R
Nebraska,2,Trump +28.1%,R
Nebraska 1st District,1,Trump +40.54%,R
Nebraska 2nd District,1,Biden +6.67%,D
Nebraska 3rd District,1,Trump +54.98%,R
Nevada,6,Biden +7.8%,D
New Hampshire,4,Biden +7.99%,D
New Jersey,14,Biden +23.94%,D
New Mexico,5,Biden +16.84%,D
New York,29,Biden +29.96%,D
North Carolina,15,Trump +0.66%,R
North Dakota,3,Trump +19.14%,R
Ohio,18,Trump +4.1%,R
Oklahoma,7,Trump +28.1%,R
Oregon,7,Biden +31.59%,D
Pennsylvania,20,Biden +1.01%,D
Rhode Island,4,Biden +25.3%,D
South Carolina,9,Trump +9.66%,R
South Dakota,3,Trump +24.12%,R
Tennessee,11,Trump +15.4%,R
Texas,38,Trump +5.16%,R
Utah,6,Trump +11.04%,R
Vermont,3,Biden +28.47%,D
Virginia,13,Biden +12.13%,D
Washington,12,Biden +31.45%,D
West Virginia,5,Trump +56.06%,R
Wisconsin,10,Biden +1.2%,D
Wyoming,3,Trump +55.01%,R
279,259
