name,ec,margin,winner
Alabama,9,Trump +18.98%,R
Alaska,3,Trump +6.35%,R
Arizona,11,Trump +6.89%,R
Arkansas,6,Trump +5.33%,R
California,55,Biden +32.25%,D
Colorado,9,Biden +14.83%,D
Connecticut,7,Biden +26.76%,D
District of Columbia,3,Biden +88.76%,D
Delaware,3,Biden +22.25%,D
Florida,29,Trump +2.85%,R
Georgia,16,Trump +2.68%,R
Hawaii,4,Biden +39.76%,D
Idaho,4,Trump +40.21%,R
Illinois,20,Biden +23.14%,D
Indiana,11,Trump +11.43%,R
Iowa,6,Biden +0.94%,D
Kansas,6,Trump +12.84%,R
Kentucky,8,Trump +21.93%,R
Louisiana,8,Trump +21.84%,R
Maine,2,Biden +15.42%,D
Maine 1st District,1,Biden +23.3%,D
Maine 2nd District,1,Trump +3.37%,R
Maryland,10,Biden +27.38%,D
Massachusetts,11,Biden +37.1%,D
Michigan,16,Biden +2.43%,D
Minnesota,10,Biden +7.24%,D
Mississippi,6,Trump +10.48%,R
Missouri,10,Trump +8.16%,R
Montana,3,Trump +10.52%,R
Nebraska,2,Trump +29.91%,R
Nebraska 1st District,1,Trump +39.85%,R
Nebraska 2nd District,1,Biden +7.96%,D
Nebraska 3rd District,1,Trump +54.83%,R
Nevada,6,Biden +9.01%,D
New Hampshire,4,Biden +9.54%,D
New Jersey,14,Biden +23.3%,D
New Mexico,5,Biden +16.8%,D
New York,29,Biden +31.04%,D
North Carolina,15,Trump +0.25%,R
North Dakota,3,Trump +18.89%,R
Ohio,18,Trump +5.65%,R
Oklahoma,7,Trump +27.05%,R
Oregon,7,Biden +28.9%,D
Pennsylvania,20,Biden +1.12%,D
Rhode Island,4,Biden +26.25%,D
South Carolina,9,Trump +9.92%,R
South Dakota,3,Trump +23.38%,R
Tennessee,11,Trump +15.05%,R
Texas,38,Trump +5.25%,R
Utah,6,Trump +12.13%,R
Vermont,3,Biden +26.05%,D
Virginia,13,Biden +13.23%,D
Washington,12,Biden +32.63%,D
West Virginia,5,Trump +55.3%,R
Wisconsin,10,Biden +0.82%,D
Wyoming,3,Trump +54.25%,R
285,253
