name,ec,margin,winner
Alabama,9,Trump +18.44%,R
Alaska,3,Trump +10.0%,R
Arizona,11,Trump +4.07%,R
Arkansas,6,Trump +7.66%,R
California,55,Biden +33.31%,D
Colorado,9,Biden +16.49%,D
Connecticut,7,Biden +27.63%,D
District of Columbia,3,Biden +89.18%,D
Delaware,3,Biden +22.36%,D
Florida,29,Trump +4.22%,R
Georgia,16,Trump +4.26%,R
Hawaii,4,Biden +40.36%,D
Idaho,4,Trump +38.7%,R
Illinois,20,Biden +20.57%,D
Indiana,11,Trump +11.76%,R
Iowa,6,Trump +0.56%,R
Kansas,6,Trump +11.93%,R
Kentucky,8,Trump +20.97%,R
Louisiana,8,Trump +21.8%,R
Maine,2,Biden +17.16%,D
Maine 1st District,1,Biden +23.93%,D
Maine 2nd District,1,Trump +3.68%,R
Maryland,10,Biden +26.64%,D
Massachusetts,11,Biden +35.75%,D
Michigan,16,Biden +1.35%,D
Minnesota,10,Biden +5.53%,D
Mississippi,6,Trump +8.94%,R
Missouri,10,Trump +5.92%,R
Montana,3,Trump +6.53%,R
Nebraska,2,Trump +30.01%,R
Nebraska 1st District,1,Trump +40.44%,R
Nebraska 2nd District,1,Biden +6.24%,D
Nebraska 3rd District,1,Trump +56.81%,R
Nevada,6,Biden +7.98%,D
New Hampshire,4,Biden +7.87%,D
New Jersey,14,Biden +24.53%,D
New Mexico,5,Biden +15.21%,D
New York,29,Biden +32.63%,D
North Carolina,15,Trump +0.46%,R
North Dakota,3,Trump +19.71%,R
Ohio,18,Trump +4.3%,R
Oklahoma,7,Trump +27.92%,R
Oregon,7,Biden +29.97%,D
Pennsylvania,20,Biden +1.32%,D
Rhode Island,4,Biden +25.39%,D
South Carolina,9,Trump +11.3%,R
South Dakota,3,Trump +23.98%,R
Tennessee,11,Trump +13.68%,R
Texas,38,Trump +4.27%,R
Utah,6,Trump +9.73%,R
Vermont,3,Biden +27.15%,D
Virginia,13,Biden +14.67%,D
Washington,12,Biden +31.0%,D
West Virginia,5,Trump +54.49%,R
Wisconsin,10,Biden +0.29%,D
Wyoming,3,Trump +55.41%,R
279,259
