name,ec,margin,winner
Alabama,9,Trump +19.55%,R
Alaska,3,Trump +7.06%,R
Arizona,11,Trump +5.88%,R
Arkansas,6,Trump +6.2%,R
California,55,Biden +33.24%,D
Colorado,9,Biden +13.58%,D
Connecticut,7,Biden +27.43%,D
District of Columbia,3,Biden +89.69%,D
Delaware,3,Biden +22.79%,D
Florida,29,Trump +3.16%,R
Georgia,16,Trump +2.74%,R
Hawaii,4,Biden +38.96%,D
Idaho,4,Trump +39.33%,R
Illinois,20,Biden +22.08%,D
Indiana,11,Trump +13.39%,R
Iowa,6,Biden +0.75%,D
Kansas,6,Trump +13.21%,R
Kentucky,8,Trump +19.7%,R
Louisiana,8,Trump +22.57%,R
Maine,2,Biden +16.4%,D
Maine 1st District,1,Biden +24.12%,D
Maine 2nd District,1,Trump +4.88%,R
Maryland,10,Biden +28.05%,D
Massachusetts,11,Biden +37.27%,D
Michigan,16,Biden +2.14%,D
Minnesota,10,Biden +4.59%,D
Mississippi,6,Trump +11.85%,R
Missouri,10,Trump +7.66%,R
Montana,3,Trump +11.04%,R
Nebraska,2,Trump +30.96%,R
Nebraska 1st District,1,Trump +40.29%,R
Nebraska 2nd District,1,Biden +5.35%,D
Nebraska 3rd District,1,Trump +56.22%,R
Nevada,6,Biden +8.17%,D
New Hampshire,4,Biden +8.97%,D
New Jersey,14,Biden +24.0%,D
New Mexico,5,Biden +14.96%,D
New York,29,Biden +29.06%,D
North Carolina,15,Biden +0.64%,D
North Dakota,3,Trump +19.62%,R
Ohio,18,Trump +4.73%,R
Oklahoma,7,Trump +28.25%,R
Oregon,7,Biden +30.21%,D
Pennsylvania,20,Biden +1.89%,D
Rhode Island,4,Biden +24.46%,D
South Carolina,9,Trump +8.68%,R
South Dakota,3,Trump +22.45%,R
Tennessee,11,Trump +14.25%,R
Texas,38,Trump +5.69%,R
Utah,6,Trump +10.85%,R
Vermont,3,Biden +28.32%,D
Virginia,13,Biden +13.48%,D
Washington,12,Biden +31.49%,D
West Virginia,5,Trump +56.41%,R
Wisconsin,10,Biden +0.88%,D
Wyoming,3,Trump +55.93%,R
300,238
