name,ec,margin,winner
Alabama,9,Trump +18.83%,R
Alaska,3,Trump +8.26%,R
Arizona,11,Trump +5.86%,R
Arkansas,6,Trump +5.01%,R
California,55,Biden +33.54%,D
Colorado,9,Biden +14.64%,D
Connecticut,7,Biden +29.05%,D
District of Columbia,3,Biden +89.42%,D
Delaware,3,Biden +20.54%,D
Florida,29,Trump +4.67%,R
Georgia,16,Trump +3.05%,R
Hawaii,4,Biden +42.32%,D
Idaho,4,Trump +37.78%,R
Illinois,20,Biden +22.33%,D
Indiana,11,Trump +12.11%,R
Iowa,6,Trump +0.76%,R
Kansas,6,Trump +14.15%,R
Kentucky,8,Trump +21.01%,R
Louisiana,8,Trump +22.63%,R
Maine,2,Biden +14.57%,D
Maine 1st District,1,Biden +23.8%,D
Maine 2nd District,1,Trump +3.26%,R
Maryland,10,Biden +26.84%,D
Massachusetts,11,Biden +36.34%,D
Michigan,16,Biden +1.36%,D
Minnesota,10,Biden +6.18%,D
Mississippi,6,Trump +10.21%,R
Missouri,10,Trump +6.38%,R
Montana,3,Trump +10.87%,R
Nebraska,2,Trump +28.64%,R
Nebraska 1st District,1,Trump +40.64%,R
Nebraska 2nd District,1,Biden +7.12%,D
Nebraska 3rd District,1,Trump +57.01%,R
Nevada,6,Biden +8.43%,D
New Hampshire,4,Biden +9.11%,D
New Jersey,14,Biden +24.82%,D
New Mexico,5,Biden +17.74%,D
New York,29,Biden +27.72%,D
North Carolina,15,Biden +1.0%,D
North Dakota,3,Trump +18.34%,R
Ohio,18,Trump +3.36%,R
Oklahoma,7,Trump +28.23%,R
Oregon,7,Biden +28.68%,D
Pennsylvania,20,Biden +2.39%,D
Rhode Island,4,Biden +25.43%,D
South Carolina,9,Trump +8.53%,R
South Dakota,3,Trump +22.54%,R
Tennessee,11,Trump +12.79%,R
Texas,38,Trump +5.38%,R
Utah,6,Trump +11.25%,R
Vermont,3,Biden +28.18%,D
Virginia,13,Biden +12.72%,D
Washington,12,Biden +30.41%,D
West Virginia,5,Trump +55.26%,R
Wisconsin,10,Biden +1.79%,D
Wyoming,3,Trump +54.37%,R
294,244
