name,ec,margin,winner
Alabama,9,Trump +18.93%,R
Alaska,3,Trump +8.97%,R
Arizona,11,Trump +5.15%,R
Arkansas,6,Trump +4.24%,R
California,55,Biden +34.2%,D
Colorado,9,Biden +14.49%,D
Connecticut,7,Biden +28.16%,D
District of Columbia,3,Biden +90.23%,D
Delaware,3,Biden +22.62%,D
Florida,29,Trump +3.82%,R
Georgia,16,Trump +2.05%,R
Hawaii,4,Biden +39.58%,D
Idaho,4,Trump +40.18%,R
Illinois,20,Biden +21.07%,D
Indiana,11,Trump +13.35%,R
Iowa,6,Biden +0.48%,D
Kansas,6,Trump +13.36%,R
Kentucky,8,Trump +19.36%,R
Louisiana,8,Trump +21.83%,R
Maine,2,Biden +14.34%,D
Maine 1st District,1,Biden +24.33%,D
Maine 2nd District,1,Trump +3.96%,R
Maryland,10,Biden +26.1%,D
Massachusetts,11,Biden +38.24%,D
Michigan,16,Biden +2.75%,D
Minnesota,10,Biden +4.09%,D
Mississippi,6,Trump +11.14%,R
Missouri,10,Trump +6.96%,R
Montana,3,Trump +9.62%,R
Nebraska,2,Trump +29.14%,R
Nebraska 1st District,1,Trump +40.51%,R
Nebraska 2nd District,1,Biden +6.49%,D
Nebraska 3rd District,1,Trump +57.44%,R
Nevada,6,Biden +6.77%,D
New Hampshire,4,Biden +8.96%,D
New Jersey,14,Biden +25.39%,D
New Mexico,5,Biden +17.93%,D
New York,29,Biden +29.94%,D
North Carolina,15,Biden +0.58%,D
North Dakota,3,Trump +18.34%,R
Ohio,18,Trump +3.48%,R
Oklahoma,7,Trump +25.83%,R
Oregon,7,Biden +28.77%,D
Pennsylvania,20,Biden +1.43%,D
Rhode Island,4,Biden +26.28%,D
South Carolina,9,Trump +10.43%,R
South Dakota,3,Trump +25.72%,R
Tennessee,11,Trump +14.38%,R
Texas,38,Trump +3.89%,R
Utah,6,Trump +11.6%,R
Vermont,3,Biden +26.68%,D
Virginia,13,Biden +13.99%,D
Washington,12,Biden +30.65%,D
West Virginia,5,Trump +55.33%,R
Wisconsin,10,Biden +0.67%,D
Wyoming,3,Trump +54.67%,R
300,238
