name,ec,margin,winner
Alabama,9,Trump +18.64%,R
Alaska,3,Trump +8.08%,R
Arizona,11,Trump +5.41%,R
Arkansas,6,Trump +4.17%,R
California,55,Biden +35.35%,D
Colorado,9,Biden +14.96%,D
Connecticut,7,Biden +28.9%,D
District of Columbia,3,Biden +88.98%,D
Delaware,3,Biden +21.79%,D
Florida,29,Trump +3.4%,R
Georgia,16,Trump +2.38%,R
Hawaii,4,Biden +41.67%,D
Idaho,4,Trump +37.65%,R
Illinois,20,Biden +21.11%,D
Indiana,11,Trump +13.92%,R
Iowa,6,Trump +2.43%,R
Kansas,6,Trump +12.14%,R
Kentucky,8,Trump +19.88%,R
Louisiana,8,Trump +22.51%,R
Maine,2,Biden +16.64%,D
Maine 1st District,1,Biden +23.61%,D
Maine 2nd District,1,Trump +3.55%,R
Maryland,10,Biden +26.92%,D
Massachusetts,11,Biden +37.28%,D
Michigan,16,Biden +0.44%,D
Minnesota,10,Biden +3.76%,D
Mississippi,6,Trump +9.82%,R
Missouri,10,Trump +8.5%,R
Montana,3,Trump +9.94%,R
Nebraska,2,Trump +29.43%,R
Nebraska 1st District,1,Trump +40.78%,R
Nebraska 2nd District,1,Biden +5.04%,D
Nebraska 3rd District,1,Trump +57.45%,R
Nevada,6,Biden +8.52%,D
New Hampshire,4,Biden +8.18%,D
New Jersey,14,Biden +23.85%,D
New Mexico,5,Biden +16.39%,D
New York,29,Biden +31.51%,D
North Carolina,15,Trump +1.32%,R
North Dakota,3,Trump +21.11%,R
Ohio,18,Trump +5.85%,R
Oklahoma,7,Trump +27.7%,R
Oregon,7,Biden +29.47%,D
Pennsylvania,20,Biden +2.58%,D
Rhode Island,4,Biden +26.92%,D
South Carolina,9,Trump +10.32%,R
South Dakota,3,Trump +20.69%,R
Tennessee,11,Trump +15.1%,R
Texas,38,Trump +5.3%,R
Utah,6,Trump +11.26%,R
Vermont,3,Biden +28.71%,D
Virginia,13,Biden +13.97%,D
Washington,12,Biden +31.16%,D
West Virginia,5,Trump +55.62%,R
Wisconsin,10,Biden +0.72%,D
Wyoming,3,Trump +54.6%,R
279,259
