name,ec,margin,winner
Alabama,9,Trump +18.33%,R
Alaska,3,Trump +6.66%,R
Arizona,11,Trump +5.48%,R
Arkansas,6,Trump +3.79%,R
California,55,Biden +34.36%,D
Colorado,9,Biden +14.35%,D
Connecticut,7,Biden +28.18%,D
District of Columbia,3,Biden +89.24%,D
Delaware,3,Biden +21.57%,D
Florida,29,Trump +3.48%,R
Georgia,16,Trump +4.24%,R
Hawaii,4,Biden +39.65%,D
Idaho,4,Trump +36.72%,R
Illinois,20,Biden +21.27%,D
Indiana,11,Trump +10.94%,R
Iowa,6,Trump +1.16%,R
Kansas,6,Trump +13.85%,R
Kentucky,8,Trump +20.71%,R
Louisiana,8,Trump +21.97%,R
Maine,2,Biden +15.43%,D
Maine 1st District,1,Biden +23.01%,D
Maine 2nd District,1,Trump +3.92%,R
Maryland,10,Biden +27.4%,D
Massachusetts,11,Biden +37.25%,D
Michigan,16,Biden +4.04%,D
Minnesota,10,Biden +4.81%,D
Mississippi,6,Trump +10.41%,R
Missouri,10,Trump +8.04%,R
Montana,3,Trump +10.34%,R
Nebraska,2,Trump +30.2%,R
Nebraska 1st District,1,Trump +41.64%,R
Nebraska 2nd District,1,Biden +6.38%,D
Nebraska 3rd District,1,Trump +57.07%,R
Nevada,6,Biden +9.91%,D
New Hampshire,4,Biden +10.15%,D
New Jersey,14,Biden +23.9%,D
New Mexico,5,Biden +17.83%,D
New York,29,Biden +29.68%,D
North Carolina,15,Trump +1.25%,R
North Dakota,3,Trump +19.52%,R
Ohio,18,Trump +5.78%,R
Oklahoma,7,Trump +27.87%,R
Oregon,7,Biden +32.08%,D
Pennsylvania,20,Biden +2.68%,D
Rhode Island,4,Biden +26.28%,D
South Carolina,9,Trump +9.75%,R
South Dakota,3,Trump +24.24%,R
Tennessee,11,Trump +14.25%,R
Texas,38,Trump +5.24%,R
Utah,6,Trump +9.49%,R
Vermont,3,Biden +28.27%,D
Virginia,13,Biden +14.1%,D
Washington,12,Biden +30.57%,D
West Virginia,5,Trump +55.86%,R
Wisconsin,10,Biden +0.71%,D
Wyoming,3,Trump +53.57%,R
279,259
