name,ec,margin,winner
Alabama,9,Trump +19.94%,R
Alaska,3,Trump +6.46%,R
Arizona,11,Trump +6.55%,R
Arkansas,6,Trump +5.81%,R
California,55,Biden +32.39%,D
Colorado,9,Biden +14.88%,D
Connecticut,7,Biden +27.87%,D
District of Columbia,3,Biden +89.03%,D
Delaware,3,Biden +23.01%,D
Florida,29,Trump +5.17%,R
Georgia,16,Trump +2.22%,R
Hawaii,4,Biden +40.93%,D
Idaho,4,Trump +39.1%,R
Illinois,20,Biden +22.12%,D
Indiana,11,Trump +13.78%,R
Iowa,6,Trump +0.84%,R
Kansas,6,Trump +13.95%,R
Kentucky,8,Trump +22.03%,R
Louisiana,8,Trump +21.1%,R
Maine,2,Biden +16.06%,D
Maine 1st District,1,Biden +23.1%,D
Maine 2nd District,1,Trump +4.21%,R
Maryland,10,Biden +27.09%,D
Massachusetts,11,Biden +37.82%,D
Michigan,16,Biden +2.33%,D
Minnesota,10,Biden +5.39%,D
Mississippi,6,Trump +8.86%,R
Missouri,10,Trump +5.24%,R
Montana,3,Trump +8.94%,R
Nebraska,2,Trump +28.39%,R
Nebraska 1st District,1,Trump +40.89%,R
Nebraska 2nd District,1,Biden +6.2%,D
Nebraska 3rd District,1,Trump +57.44%,R
Nevada,6,Biden +8.24%,D
New Hampshire,4,Biden +9.3%,D
New Jersey,14,Biden +24.95%,D
New Mexico,5,Biden +16.63%,D
New York,29,Biden +29.16%,D
North Carolina,15,Biden +0.85%,D
North Dakota,3,Trump +19.85%,R
Ohio,18,Trump +5.45%,R
Oklahoma,7,Trump +28.21%,R
Oregon,7,Biden +29.82%,D
Pennsylvania,20,Biden +1.26%,D
Rhode Island,4,Biden +23.92%,D
South Carolina,9,Trump +8.33%,R
South Dakota,3,Trump +23.76%,R
Tennessee,11,Trump +14.55%,R
Texas,38,Trump +4.96%,R
Utah,6,Trump +11.37%,R
Vermont,3,Biden +28.46%,D
Virginia,13,Biden +13.01%,D
Washington,12,Biden +30.3%,D
West Virginia,5,Trump +54.98%,R
Wisconsin,10,Biden +2.19%,D
Wyoming,3,Trump +54.67%,R
294,244
