name,ec,margin,winner
Alabama,9,Trump +20.12%,R
Alaska,3,Trump +6.87%,R
Arizona,11,Trump +5.7%,R
Arkansas,6,Trump +6.07%,R
California,55,Biden +33.04%,D
Colorado,9,Biden +15.47%,D
Connecticut,7,Biden +27.42%,D
District of Columbia,3,Biden +89.64%,D
Delaware,3,Biden +21.67%,D
Florida,29,Trump +3.48%,R
Georgia,16,Trump +2.72%,R
Hawaii,4,Biden +39.52%,D
Idaho,4,Trump +38.09%,R
Illinois,20,Biden +23.98%,D
Indiana,11,Trump +12.59%,R
Iowa,6,Biden +0.16%,D
Kansas,6,Trump +12.54%,R
Kentucky,8,Trump +21.42%,R
Louisiana,8,Trump +20.75%,R
Maine,2,Biden +15.37%,D
Maine 1st District,1,Biden +23.17%,D
Maine 2nd District,1,Trump +3.65%,R
Maryland,10,Biden +27.89%,D
Massachusetts,11,Biden +36.78%,D
Michigan,16,Biden +1.22%,D
Minnesota,10,Biden +3.37%,D
Mississippi,6,Trump +11.51%,R
Missouri,10,Trump +6.7%,R
Montana,3,Trump +10.74%,R
Nebraska,2,Trump +29.99%,R
Nebraska 1st District,1,Trump +40.94%,R
Nebraska 2nd District,1,Biden +6.12%,D
Nebraska 3rd District,1,Trump +55.95%,R
Nevada,6,Biden +8.65%,D
New Hampshire,4,Biden +8.4%,D
New Jersey,14,Biden +24.1%,D
New Mexico,5,Biden +16.54%,D
New York,29,Biden +30.65%,D
North Carolina,15,Biden +0.43%,D
North Dakota,3,Trump +20.09%,R
Ohio,18,Trump +4.55%,R
Oklahoma,7,Trump +27.5%,R
Oregon,7,Biden +28.97%,D
Pennsylvania,20,Biden +0.83%,D
Rhode Island,4,Biden +24.44%,D
South Carolina,9,Trump +10.13%,R
South Dakota,3,Trump +25.09%,R
Tennessee,11,Trump +13.43%,R
Texas,38,Trump +5.16%,R
Utah,6,Trump +12.08%,R
Vermont,3,Biden +27.32%,D
Virginia,13,Biden +11.84%,D
Washington,12,Biden +30.99%,D
West Virginia,5,Trump +54.41%,R
Wisconsin,10,Biden +0.85%,D
Wyoming,3,Trump +54.37%,R
300,238
