name,ec,margin,winner
Alabama,9,Trump +19.13%,R
Alaska,3,Trump +7.47%,R
Arizona,11,Trump +6.08%,R
Arkansas,6,Trump +7.4%,R
California,55,Biden +31.03%,D
Colorado,9,Biden +15.63%,D
Connecticut,7,Biden +27.32%,D
District of Columbia,3,Biden +89.2%,D
Delaware,3,Biden +22.53%,D
Florida,29,Trump +3.67%,R
Georgia,16,Trump +2.19%,R
Hawaii,4,Biden +38.72%,D
Idaho,4,Trump +38.15%,R
Illinois,20,Biden +22.65%,D
Indiana,11,Trump +12.72%,R
Iowa,6,Trump +2.6%,R
Kansas,6,Trump +14.38%,R
Kentucky,8,Trump +19.68%,R
Louisiana,8,Trump +21.7%,R
Maine,2,Biden +13.56%,D
Maine 1st District,1,Biden +25.75%,D
Maine 2nd District,1,Trump +3.95%,R
Maryland,10,Biden +28.65%,D
Massachusetts,11,Biden +38.7%,D
Michigan,16,Biden +4.15%,D
Minnesota,10,Biden +4.0%,D
Mississippi,6,Trump +11.06%,R
Missouri,10,Trump +7.81%,R
Montana,3,Trump +10.71%,R
Nebraska,2,Trump +31.67%,R
Nebraska 1st District,1,Trump +40.79%,R
Nebraska 2nd District,1,Biden +7.62%,D
Nebraska 3rd District,1,Trump +56.75%,R
Nevada,6,Biden +8.88%,D
New Hampshire,4,Biden +9.18%,D
New Jersey,14,Biden +24.7%,D
New Mexico,5,Biden +17.65%,D
New York,29,Biden +28.45%,D
North Carolina,15,Trump +1.51%,R
North Dakota,3,Trump +18.69%,R
Ohio,18,Trump +5.19%,R
Oklahoma,7,Trump +26.91%,R
Oregon,7,Biden +31.04%,D
Pennsylvania,20,Biden +3.35%,D
Rhode Island,4,Biden +27.1%,D
South Carolina,9,Trump +11.46%,R
South Dakota,3,Trump +23.31%,R
Tennessee,11,Trump +12.64%,R
Texas,38,Trump +6.65%,R
Utah,6,Trump +11.04%,R
Vermont,3,Biden +29.26%,D
Virginia,13,Biden +12.99%,D
Washington,12,Biden +32.31%,D
West Virginia,5,Trump +55.16%,R
Wisconsin,10,Biden +3.24%,D
Wyoming,3,Trump +55.44%,R
279,259
