name,ec,margin,winner
Alabama,9,Trump +18.87%,R
Alaska,3,Trump +7.63%,R
Arizona,11,Trump +4.96%,R
Arkansas,6,Trump +5.9%,R
California,55,Biden +33.47%,D
Colorado,9,Biden +17.19%,D
Connecticut,7,Biden +28.25%,D
District of Columbia,3,Biden +88.7%,D
Delaware,3,Biden +23.03%,D
Florida,29,Trump +3.63%,R
Georgia,16,Trump +3.62%,R
Hawaii,4,Biden +39.86%,D
Idaho,4,Trump +40.08%,R
Illinois,20,Biden +20.9%,D
Indiana,11,Trump +13.69%,R
Iowa,6,Trump +1.22%,R
Kansas,6,Trump +13.6%,R
Kentucky,8,Trump +20.59%,R
Louisiana,8,Trump +23.16%,R
Maine,2,Biden +15.87%,D
Maine 1st District,1,Biden +24.54%,D
Maine 2nd District,1,Trump +3.91%,R
Maryland,10,Biden +27.79%,D
Massachusetts,11,Biden +38.21%,D
Michigan,16,Biden +2.99%,D
Minnesota,10,Biden +5.55%,D
Mississippi,6,Trump +10.26%,R
Missouri,10,Trump +8.06%,R
Montana,3,Trump +8.75%,R
Nebraska,2,Trump +30.24%,R
Nebraska 1st District,1,Trump +39.96%,R
Nebraska 2nd District,1,Biden +7.08%,D
Nebraska 3rd District,1,Trump +56.78%,R
Nevada,6,Biden +8.5%,D
New Hampshire,4,Biden +8.89%,D
New Jersey,14,Biden +24.48%,D
New Mexico,5,Biden +17.51%,D
New York,29,Biden +31.31%,D
North Carolina,15,Biden +0.05%,D
North Dakota,3,Trump +20.51%,R
Ohio,18,Trump +5.17%,R
Oklahoma,7,Trump +29.54%,R
Oregon,7,Biden +29.43%,D
Pennsylvania,20,Biden +2.1%,D
Rhode Island,4,Biden +26.64%,D
South Carolina,9,Trump +10.88%,R
South Dakota,3,Trump +22.29%,R
Tennessee,11,Trump +13.29%,R
Texas,38,Trump +5.48%,R
Utah,6,Trump +12.11%,R
Vermont,3,Biden +28.31%,D
Virginia,13,Biden +12.69%,D
Washington,12,Biden +32.04%,D
West Virginia,5,Trump +54.82%,R
Wisconsin,10,Biden +2.38%,D
Wyoming,3,Trump +54.77%,R
294,244
