name,ec,margin,winner
Alabama,9,Trump +17.59%,R
Alaska,3,Trump +8.74%,R
Arizona,11,Trump +5.71%,R
Arkansas,6,Trump +6.88%,R
California,55,Biden +32.76%,D
Colorado,9,Biden +14.72%,D
Connecticut,7,Biden +27.54%,D
District of Columbia,3,Biden +89.14%,D
Delaware,3,Biden +20.62%,D
Florida,29,Trump +3.24%,R
Georgia,16,Trump +4.87%,R
Hawaii,4,Biden +42.56%,D
Idaho,4,Trump +38.68%,R
Illinois,20,Biden +21.09%,D
Indiana,11,Trump +11.66%,R
Iowa,6,Trump +1.41%,R
Kansas,6,Trump +14.53%,R
Kentucky,8,Trump +21.16%,R
Louisiana,8,Trump +22.88%,R
Maine,2,Biden +15.82%,D
Maine 1st District,1,Biden +24.7%,D
Maine 2nd District,1,Trump +2.03%,R
Maryland,10,Biden +25.42%,D
Massachusetts,11,Biden +37.53%,D
Michigan,16,Biden +3.44%,D
Minnesota,10,Biden +4.7%,D
Mississippi,6,Trump +10.4%,R
Missouri,10,Trump +6.19%,R
Montana,3,Trump +10.19%,R
Nebraska,2,Trump +31.31%,R
Nebraska 1st District,1,Trump +40.16%,R
Nebraska 2nd District,1,Biden +6.0%,D
Nebraska 3rd District,1,Trump +57.36%,R
Nevada,6,Biden +7.64%,D
New Hampshire,4,Biden +11.43%,D
New Jersey,14,Biden +24.63%,D
New Mexico,5,Biden +17.77%,D
New York,29,Biden +32.1%,D
North Carolina,15,Biden +2.95%,D
North Dakota,3,Trump +19.77%,R
Ohio,18,Trump +4.5%,R
Oklahoma,7,Trump +29.25%,R
Oregon,7,Biden +31.05%,D
Pennsylvania,20,Biden +1.92%,D
Rhode Island,4,Biden +24.97%,D
South Carolina,9,Trump +10.69%,R
South Dakota,3,Trump +22.8%,R
Tennessee,11,Trump +14.55%,R
Texas,38,Trump +5.41%,R
Utah,6,Trump +11.04%,R
Vermont,3,Biden +27.64%,D
Virginia,13,Biden +14.82%,D
Washington,12,Biden +32.19%,D
West Virginia,5,Trump +56.14%,R
Wisconsin,10,Biden +1.97%,D
Wyoming,3,Trump +54.33%,R
294,244
