name,ec,margin,winner
Alabama,9,Trump +19.67%,R
Alaska,3,Trump +8.11%,R
Arizona,11,Trump +4.68%,R
Arkansas,6,Trump +5.75%,R
California,55,Biden +32.73%,D
Colorado,9,Biden +16.28%,D
Connecticut,7,Biden +28.08%,D
District of Columbia,3,Biden +89.68%,D
Delaware,3,Biden +20.45%,D
Florida,29,Trump +4.38%,R
Georgia,16,Trump +4.09%,R
Hawaii,4,Biden +41.06%,D
Idaho,4,Trump +37.53%,R
Illinois,20,Biden +22.45%,D
Indiana,11,Trump +10.99%,R
Iowa,6,Trump +1.01%,R
Kansas,6,Trump +14.14%,R
Kentucky,8,Trump +19.23%,R
Louisiana,8,Trump +21.89%,R
Maine,2,Biden +16.33%,D
Maine 1st District,1,Biden +22.14%,D
Maine 2nd District,1,Trump +2.51%,R
Maryland,10,Biden +26.66%,D
Massachusetts,11,Biden +38.9%,D
Michigan,16,Biden +2.32%,D
Minnesota,10,Biden +5.69%,D
Mississippi,6,Trump +10.62%,R
Missouri,10,Trump +7.78%,R
Montana,3,Trump +11.03%,R
Nebraska,2,Trump +29.6%,R
Nebraska 1st District,1,Trump +40.21%,R
Nebraska 2nd District,1,Biden +8.12%,D
Nebraska 3rd District,1,Trump +56.7%,R
Nevada,6,Biden +8.59%,D
New Hampshire,4,Biden +8.41%,D
New Jersey,14,Biden +24.45%,D
New Mexico,5,Biden +16.59%,D
New York,29,Biden +27.51%,D
North Carolina,15,Trump +0.71%,R
North Dakota,3,Trump +19.43%,R
Ohio,18,Trump +4.53%,R
Oklahoma,7,Trump +28.18%,R
Oregon,7,Biden +29.41%,D
Pennsylvania,20,Biden +0.97%,D
Rhode Island,4,Biden +25.69%,D
South Carolina,9,Trump +10.27%,R
South Dakota,3,Trump +24.46%,R
Tennessee,11,Trump +13.59%,R
Texas,38,Trump +4.78%,R
Utah,6,Trump +11.48%,R
Vermont,3,Biden +27.74%,D
Virginia,13,Biden +11.45%,D
Washington,12,Biden +32.7%,D
West Virginia,5,Trump +56.84%,R
Wisconsin,10,Biden +2.65%,D
Wyoming,3,Trump +55.19%,R
279,259
