name,ec,margin,winner
Alabama,9,Trump +19.39%,R
Alaska,3,Trump +8.44%,R
Arizona,11,Trump +5.7%,R
Arkansas,6,Trump +5.61%,R
California,55,Biden +32.93%,D
Colorado,9,Biden +17.43%,D
Connecticut,7,Biden +26.18%,D
District of Columbia,3,Biden +89.07%,D
Delaware,3,Biden +19.93%,D
Florida,29,Trump +3.26%,R
Georgia,16,Trump +4.01%,R
Hawaii,4,Biden +40.54%,D
Idaho,4,Trump +38.55%,R
Illinois,20,Biden +22.6%,D
Indiana,11,Trump +10.49%,R
Iowa,6,Trump +0.49%,R
Kansas,6,Trump +13.03%,R
Kentucky,8,Trump +19.3%,R
Louisiana,8,Trump +22.77%,R
Maine,2,Biden +15.91%,D
Maine 1st District,1,Biden +24.76%,D
Maine 2nd District,1,Trump +3.04%,R
Maryland,10,Biden +28.2%,D
Massachusetts,11,Biden +36.57%,D
Michigan,16,Biden +1.61%,D
Minnesota,10,Biden +6.81%,D
Mississippi,6,Trump +10.69%,R
Missouri,10,Trump +5.6%,R
Montana,3,Trump +10.32%,R
Nebraska,2,Trump +30.81%,R
Nebraska 1st District,1,Trump +39.85%,R
Nebraska 2nd District,1,Biden +7.06%,D
Nebraska 3rd District,1,Trump +58.98%,R
Nevada,6,Biden +8.29%,D
New Hampshire,4,Biden +8.48%,D
New Jersey,14,Biden +24.82%,D
New Mexico,5,Biden +16.19%,D
New York,29,Biden +29.39%,D
North Carolina,15,Biden +1.27%,D
North Dakota,3,Trump +20.9%,R
Ohio,18,Trump +2.45%,R
Oklahoma,7,Trump +27.35%,R
Oregon,7,Biden +29.4%,D
Pennsylvania,20,Biden +1.52%,D
Rhode Island,4,Biden +25.75%,D
South Carolina,9,Trump +9.7%,R
South Dakota,3,Trump +24.43%,R
Tennessee,11,Trump +11.42%,R
Texas,38,Trump +5.88%,R
Utah,6,Trump +10.85%,R
Vermont,3,Biden +29.27%,D
Virginia,13,Biden +14.41%,D
Washington,12,Biden +31.88%,D
West Virginia,5,Trump +56.26%,R
Wisconsin,10,Biden +2.59%,D
Wyoming,3,Trump +55.86%,R
294,244
