name,ec,margin,winner
Alabama,9,Trump +18.9%,R
Alaska,3,Trump +8.15%,R
Arizona,11,Trump +5.55%,R
Arkansas,6,Trump +6.11%,R
California,55,Biden +33.02%,D
Colorado,9,Biden +14.92%,D
Connecticut,7,Biden +28.06%,D
District of Columbia,3,Biden +89.83%,D
Delaware,3,Biden +22.41%,D
Florida,29,Trump +5.34%,R
Georgia,16,Trump +5.27%,R
Hawaii,4,Biden +40.05%,D
Idaho,4,Trump +37.73%,R
Illinois,20,Biden +20.6%,D
Indiana,11,Trump +13.08%,R
Iowa,6,Trump +2.01%,R
Kansas,6,Trump +12.79%,R
Kentucky,8,Trump +20.83%,R
Louisiana,8,Trump +20.08%,R
Maine,2,Biden +16.09%,D
Maine 1st District,1,Biden +24.29%,D
Maine 2nd District,1,Trump +3.31%,R
Maryland,10,Biden +26.74%,D
Massachusetts,11,Biden +37.4%,D
Michigan,16,Biden +3.82%,D
Minnesota,10,Biden +3.87%,D
Mississippi,6,Trump +12.16%,R
Missouri,10,Trump +5.71%,R
Montana,3,Trump +9.94%,R
Nebraska,2,Trump +30.4%,R
Nebraska 1st District,1,Trump +40.07%,R
Nebraska 2nd District,1,Biden +7.45%,D
Nebraska 3rd District,1,Trump +57.22%,R
Nevada,6,Biden +6.81%,D
New Hampshire,4,Biden +8.25%,D
New Jersey,14,Biden +24.75%,D
New Mexico,5,Biden +16.28%,D
New York,29,Biden +29.04%,D
North Carolina,15,Trump +0.02%,R
North Dakota,3,Trump +19.55%,R
Ohio,18,Trump +3.46%,R
Oklahoma,7,Trump +27.35%,R
Oregon,7,Biden +30.36%,D
Pennsylvania,20,Biden +0.27%,D
Rhode Island,4,Biden +24.78%,D
South Carolina,9,Trump +10.84%,R
South Dakota,3,Trump +21.92%,R
Tennessee,11,Trump +12.37%,R
Texas,38,Trump +5.34%,R
Utah,6,Trump +11.21%,R
Vermont,3,Biden +29.87%,D
Virginia,13,Biden +12.6%,D
Washington,12,Biden +30.34%,D
West Virginia,5,Trump +54.52%,R
Wisconsin,10,Biden +1.79%,D
Wyoming,3,Trump +54.91%,R
279,259
