name,ec,margin,winner
Alabama,9,Trump +18.8%,R
Alaska,3,Trump +6.74%,R
Arizona,11,Trump +6.13%,R
Arkansas,6,Trump +5.15%,R
California,55,Biden +31.23%,D
Colorado,9,Biden +15.13%,D
Connecticut,7,Biden +27.66%,D
District of Columbia,3,Biden +89.54%,D
Delaware,3,Biden +22.05%,D
Florida,29,Trump +3.94%,R
Georgia,16,Trump +3.32%,R
Hawaii,4,Biden +40.06%,D
Idaho,4,Trump +40.53%,R
Illinois,20,Biden +23.38%,D
Indiana,11,Trump +11.77%,R
Iowa,6,Trump +0.71%,R
Kansas,6,Trump +14.02%,R
Kentucky,8,Trump +20.12%,R
Louisiana,8,Trump +23.05%,R
Maine,2,Biden +15.27%,D
Maine 1st District,1,Biden +23.91%,D
Maine 2nd District,1,Trump +4.69%,R
Maryland,10,Biden +26.95%,D
Massachusetts,11,Biden +37.78%,D
Michigan,16,Biden +2.62%,D
Minnesota,10,Biden +7.64%,D
Mississippi,6,Trump +11.34%,R
Missouri,10,Trump +7.9%,R
Montana,3,Trump +10.11%,R
Nebraska,2,Trump +30.07%,R
Nebraska 1st District,1,Trump +41.84%,R
Nebraska 2nd District,1,Biden +6.04%,D
Nebraska 3rd District,1,Trump +55.5%,R
Nevada,6,Biden +7.29%,D
New Hampshire,4,Biden +8.4%,D
New Jersey,14,Biden +23.97%,D
New Mexico,5,Biden +17.74%,D
New York,29,Biden +30.51%,D
North Carolina,15,Trump +0.67%,R
North Dakota,3,Trump +19.69%,R
Ohio,18,Trump +5.11%,R
Oklahoma,7,Trump +27.73%,R
Oregon,7,Biden +28.91%,D
Pennsylvania,20,Biden +1.06%,D
Rhode Island,4,Biden +25.1%,D
South Carolina,9,Trump +8.95%,R
South Dakota,3,Trump +25.04%,R
Tennessee,11,Trump +13.2%,R
Texas,38,Trump +6.1%,R
Utah,6,Trump +11.94%,R
Vermont,3,Biden +27.1%,D
Virginia,13,Biden +12.24%,D
Washington,12,Biden +31.67%,D
West Virginia,5,Trump +55.09%,R
Wisconsin,10,Biden +1.49%,D
Wyoming,3,Trump +55.94%,R
279,259
