name,ec,margin,winner
Alabama,9,Trump +17.42%,R
Alaska,3,Trump +7.82%,R
Arizona,11,Trump +4.21%,R
Arkansas,6,Trump +7.34%,R
California,55,Biden +34.42%,D
Colorado,9,Biden +15.78%,D
Connecticut,7,Biden +27.08%,D
District of Columbia,3,Biden +88.99%,D
Delaware,3,Biden +21.47%,D
Florida,29,Trump +5.94%,R
Georgia,16,Trump +4.68%,R
Hawaii,4,Biden +40.53%,D
Idaho,4,Trump +36.65%,R
Illinois,20,Biden +22.27%,D
Indiana,11,Trump +11.71%,R
Iowa,6,Trump +1.03%,R
Kansas,6,Trump +16.12%,R
Kentucky,8,Trump +20.89%,R
Louisiana,8,Trump +20.56%,R
Maine,2,Biden +16.78%,D
Maine 1st District,1,Biden +25.29%,D
Maine 2nd District,1,Trump +4.38%,R
Maryland,10,Biden +27.31%,D
Massachusetts,11,Biden +38.29%,D
Michigan,16,Biden +0.78%,D
Minnesota,10,Biden +5.37%,D
Mississippi,6,Trump +12.36%,R
Missouri,10,Trump +7.28%,R
Montana,3,Trump +11.68%,R
Nebraska,2,Trump +28.29%,R
Nebraska 1st District,1,Trump +40.15%,R
Nebraska 2nd District,1,Biden +5.65%,D
Nebraska 3rd District,1,Trump +56.85%,R
Nevada,6,Biden +8.76%,D
New Hampshire,4,Biden +9.54%,D
New Jersey,14,Biden +25.3%,D
New Mexico,5,Biden +17.92%,D
New York,29,Biden +29.06%,D
North Carolina,15,Biden +1.34%,D
North Dakota,3,Trump +21.31%,R
Ohio,18,Trump +5.81%,R
Oklahoma,7,Trump +27.14%,R
Oregon,7,Biden +28.76%,D
Pennsylvania,20,Biden +1.75%,D
Rhode Island,4,Biden +24.06%,D
South Carolina,9,Trump +10.0%,R
South Dakota,3,Trump +24.42%,R
Tennessee,11,Trump +13.61%,R
Texas,38,Trump +6.47%,R
Utah,6,Trump +9.94%,R
Vermont,3,Biden +28.52%,D
Virginia,13,Biden +12.17%,D
Washington,12,Biden +30.02%,D
West Virginia,5,Trump +56.17%,R
Wisconsin,10,Biden +1.54%,D
Wyoming,3,Trump +54.52%,R
294,244
