name,ec,margin,winner
Alabama,9,Trump +18.39%,R
Alaska,3,Trump +8.11%,R
Arizona,11,Trump +6.0%,R
Arkansas,6,Trump +4.32%,R
California,55,Biden +34.04%,D
Colorado,9,Biden +14.54%,D
Connecticut,7,Biden +28.92%,D
District of Columbia,3,Biden +89.57%,D
Delaware,3,Biden +22.78%,D
Florida,29,Trump +4.12%,R
Georgia,16,Trump +4.72%,R
Hawaii,4,Biden +39.91%,D
Idaho,4,Trump +38.31%,R
Illinois,20,Biden +22.24%,D
Indiana,11,Trump +11.93%,R
Iowa,6,Trump +1.54%,R
Kansas,6,Trump +13.87%,R
Kentucky,8,Trump +20.87%,R
Louisiana,8,Trump +20.57%,R
Maine,2,Biden +17.04%,D
Maine 1st District,1,Biden +25.34%,D
Maine 2nd District,1,Trump +5.76%,R
Maryland,10,Biden +27.34%,D
Massachusetts,11,Biden +37.54%,D
Michigan,16,Biden +2.88%,D
Minnesota,10,Biden +6.58%,D
Mississippi,6,Trump +10.67%,R
Missouri,10,Trump +5.22%,R
Montana,3,Trump +9.79%,R
Nebraska,2,Trump +28.13%,R
Nebraska 1st District,1,Trump +40.69%,R
Nebraska 2nd District,1,Biden +6.64%,D
Nebraska 3rd District,1,Trump +57.42%,R
Nevada,6,Biden +7.52%,D
New Hampshire,4,Biden +9.08%,D
New Jersey,14,Biden +27.07%,D
New Mexico,5,Biden +16.8%,D
New York,29,Biden +29.19%,D
North Carolina,15,Biden +0.3%,D
North Dakota,3,Trump +19.9%,R
Ohio,18,Trump +5.36%,R
Oklahoma,7,Trump +28.15%,R
Oregon,7,Biden +28.12%,D
Pennsylvania,20,Biden +2.88%,D
Rhode Island,4,Biden +24.97%,D
South Carolina,9,Trump +9.63%,R
South Dakota,3,Trump +24.96%,R
Tennessee,11,Trump +14.6%,R
Texas,38,Trump +6.23%,R
Utah,6,Trump +12.94%,R
Vermont,3,Biden +27.74%,D
Virginia,13,Biden +13.64%,D
Washington,12,Biden +30.82%,D
West Virginia,5,Trump +54.71%,R
Wisconsin,10,Biden +0.28%,D
Wyoming,3,Trump +54.81%,R
294,244
