name,ec,margin,winner
Alabama,9,Trump +19.84%,R
Alaska,3,Trump +7.7%,R
Arizona,11,Trump +4.75%,R
Arkansas,6,Trump +4.61%,R
California,55,Biden +34.0%,D
Colorado,9,Biden +14.41%,D
Connecticut,7,Biden +28.71%,D
District of Columbia,3,Biden +89.61%,D
Delaware,3,Biden +20.86%,D
Florida,29,Trump +5.23%,R
Georgia,16,Trump +4.82%,R
Hawaii,4,Biden +39.67%,D
Idaho,4,Trump +36.93%,R
Illinois,20,Biden +21.88%,D
Indiana,11,Trump +11.64%,R
Iowa,6,Biden +0.26%,D
Kansas,6,Trump +11.81%,R
Kentucky,8,Trump +20.0%,R
Louisiana,8,Trump +20.61%,R
Maine,2,Biden +15.35%,D
Maine 1st District,1,Biden +26.98%,D
Maine 2nd District,1,Trump +2.59%,R
Maryland,10,Biden +26.87%,D
Massachusetts,11,Biden +38.1%,D
Michigan,16,Biden +1.85%,D
Minnesota,10,Biden +4.14%,D
Mississippi,6,Trump +9.46%,R
Missouri,10,Trump +6.04%,R
Montana,3,Trump +9.05%,R
Nebraska,2,Trump +28.17%,R
Nebraska 1st District,1,Trump +40.85%,R
Nebraska 2nd District,1,Biden +6.41%,D
Nebraska 3rd District,1,Trump +57.32%,R
Nevada,6,Biden +11.17%,D
New Hampshire,4,Biden +8.07%,D
New Jersey,14,Biden +25.15%,D
New Mexico,5,Biden +16.19%,D
New York,29,Biden +31.91%,D
North Carolina,15,Biden +0.34%,D
North Dakota,3,Trump +19.74%,R
Ohio,18,Trump +5.52%,R
Oklahoma,7,Trump +27.31%,R
Oregon,7,Biden +28.96%,D
Pennsylvania,20,Biden +1.68%,D
Rhode Island,4,Biden +26.77%,D
South Carolina,9,Trump +11.06%,R
South Dakota,3,Trump +23.41%,R
Tennessee,11,Trump +14.74%,R
Texas,38,Trump +5.91%,R
Utah,6,Trump +12.47%,R
Vermont,3,Biden +27.67%,D
Virginia,13,Biden +13.29%,D
Washington,12,Biden +30.88%,D
West Virginia,5,Trump +55.81%,R
Wisconsin,10,Biden +0.28%,D
Wyoming,3,Trump +53.38%,R
300,238
