name,ec,margin,winner
Alabama,9,Trump +17.71%,R
Alaska,3,Trump +7.68%,R
Arizona,11,Trump +7.04%,R
Arkansas,6,Trump +4.13%,R
California,55,Biden +32.52%,D
Colorado,9,Biden +13.96%,D
Connecticut,7,Biden +28.45%,D
District of Columbia,3,Biden +89.35%,D
Delaware,3,Biden +21.64%,D
Florida,29,Trump +2.81%,R
Georgia,16,Trump +6.44%,R
Hawaii,4,Biden +39.32%,D
Idaho,4,Trump +37.76%,R
Illinois,20,Biden +22.93%,D
Indiana,11,Trump +11.83%,R
Iowa,6,Trump +0.89%,R
Kansas,6,Trump +13.81%,R
Kentucky,8,Trump +20.17%,R
Louisiana,8,Trump +22.58%,R
Maine,2,Biden +14.92%,D
Maine 1st District,1,Biden +23.92%,D
Maine 2nd District,1,Trump +4.85%,R
Maryland,10,Biden +27.04%,D
Massachusetts,11,Biden +36.67%,D
Michigan,16,Trump +0.19%,R
Minnesota,10,Biden +5.91%,D
Mississippi,6,Trump +11.81%,R
Missouri,10,Trump +7.42%,R
Montana,3,Trump +9.85%,R
Nebraska,2,Trump +29.15%,R
Nebraska 1st District,1,Trump +39.41%,R
Nebraska 2nd District,1,Biden +4.27%,D
Nebraska 3rd District,1,Trump +56.5%,R
Nevada,6,Biden +8.89%,D
New Hampshire,4,Biden +8.19%,D
New Jersey,14,Biden +24.1%,D
New Mexico,5,Biden +17.82%,D
New York,29,Biden +30.51%,D
North Carolina,15,Biden +0.19%,D
North Dakota,3,Trump +21.51%,R
Ohio,18,Trump +3.14%,R
Oklahoma,7,Trump +28.14%,R
Oregon,7,Biden +31.08%,D
Pennsylvania,20,Biden +2.16%,D
Rhode Island,4,Biden +26.64%,D
South Carolina,9,Trump +10.52%,R
South Dakota,3,Trump +23.57%,R
Tennessee,11,Trump +12.96%,R
Texas,38,Trump +4.79%,R
Utah,6,Trump +11.7%,R
Vermont,3,Biden +29.86%,D
Virginia,13,Biden +12.88%,D
Washington,12,Biden +30.3%,D
West Virginia,5,Trump +57.3%,R
Wisconsin,10,Biden +0.52%,D
Wyoming,3,Trump +53.73%,R
278,260
