name,ec,margin,winner
Alabama,9,Trump +18.43%,R
Alaska,3,Trump +7.8%,R
Arizona,11,Trump +5.61%,R
Arkansas,6,Trump +6.37%,R
California,55,Biden +33.45%,D
Colorado,9,Biden +15.96%,D
Connecticut,7,Biden +27.85%,D
District of Columbia,3,Biden +89.3%,D
Delaware,3,Biden +21.28%,D
Florida,29,Trump +3.56%,R
Georgia,16,Trump +1.92%,R
Hawaii,4,Biden +39.98%,D
Idaho,4,Trump +39.02%,R
Illinois,20,Biden +20.11%,D
Indiana,11,Trump +12.35%,R
Iowa,6,Trump +2.08%,R
Kansas,6,Trump +13.52%,R
Kentucky,8,Trump +19.86%,R
Louisiana,8,Trump +22.16%,R
Maine,2,Biden +16.64%,D
Maine 1st District,1,Biden +24.99%,D
Maine 2nd District,1,Trump +2.81%,R
Maryland,10,Biden +27.02%,D
Massachusetts,11,Biden +34.09%,D
Michigan,16,Biden +1.55%,D
Minnesota,10,Biden +7.25%,D
Mississippi,6,Trump +12.77%,R
Missouri,10,Trump +7.27%,R
Montana,3,Trump +11.23%,R
Nebraska,2,Trump +29.66%,R
Nebraska 1st District,1,Trump +40.16%,R
Nebraska 2nd District,1,Biden +6.88%,D
Nebraska 3rd District,1,Trump +56.52%,R
Nevada,6,Biden +8.15%,D
New Hampshire,4,Biden +9.28%,D
New Jersey,14,Biden +23.62%,D
New Mexico,5,Biden +14.68%,D
New York,29,Biden +30.1%,D
North Carolina,15,Trump +0.2%,R
North Dakota,3,Trump +19.01%,R
Ohio,18,Trump +5.04%,R
Oklahoma,7,Trump +27.56%,R
Oregon,7,Biden +29.95%,D
Pennsylvania,20,Biden +3.62%,D
Rhode Island,4,Biden +25.13%,D
South Carolina,9,Trump +9.3%,R
South Dakota,3,Trump +22.33%,R
Tennessee,11,Trump +13.54%,R
Texas,38,Trump +5.22%,R
Utah,6,Trump +10.42%,R
Vermont,3,Biden +29.21%,D
Virginia,13,Biden +13.93%,D
Washington,12,Biden +30.81%,D
West Virginia,5,Trump +55.83%,R
Wisconsin,10,Biden +0.75%,D
Wyoming,3,Trump +53.92%,R
279,259
