name,ec,margin,winner
Alabama,9,Trump +16.17%,R
Alaska,3,Trump +6.88%,R
Arizona,11,Trump +6.33%,R
Arkansas,6,Trump +5.66%,R
California,55,Biden +34.56%,D
Colorado,9,Biden +15.99%,D
Connecticut,7,Biden +27.33%,D
District of Columbia,3,Biden +89.9%,D
Delaware,3,Biden +22.82%,D
Florida,29,Trump +2.62%,R
Georgia,16,Trump +3.23%,R
Hawaii,4,Biden +38.91%,D
Idaho,4,Trump +37.32%,R
Illinois,20,Biden +21.46%,D
Indiana,11,Trump +12.9%,R
Iowa,6,Trump +0.84%,R
Kansas,6,Trump +13.6%,R
Kentucky,8,Trump +20.81%,R
Louisiana,8,Trump +23.38%,R
Maine,2,Biden +16.64%,D
Maine 1st District,1,Biden +24.28%,D
Maine 2nd District,1,Trump +3.87%,R
Maryland,10,Biden +26.57%,D
Massachusetts,11,Biden +37.75%,D
Michigan,16,Biden +2.24%,D
Minnesota,10,Biden +6.0%,D
Mississippi,6,Trump +10.24%,R
Missouri,10,Trump +7.55%,R
Montana,3,Trump +10.54%,R
Nebraska,2,Trump +28.31%,R
Nebraska 1st District,1,Trump +40.47%,R
Nebraska 2nd District,1,Biden +5.41%,D
Nebraska 3rd District,1,Trump +56.16%,R
Nevada,6,Biden +8.01%,D
New Hampshire,4,Biden +8.95%,D
New Jersey,14,Biden +24.21%,D
New Mexico,5,Biden +17.09%,D
New York,29,Biden +30.31%,D
North Carolina,15,Trump +0.99%,R
North Dakota,3,Trump +19.18%,R
Ohio,18,Trump +3.5%,R
Oklahoma,7,Trump +29.13%,R
Oregon,7,Biden +29.91%,D
Pennsylvania,20,Biden +1.74%,D
Rhode Island,4,Biden +25.33%,D
South Carolina,9,Trump +10.67%,R
South Dakota,3,Trump +23.63%,R
Tennessee,11,Trump +13.0%,R
Texas,38,Trump +6.26%,R
Utah,6,Trump +10.75%,R
Vermont,3,Biden +28.12%,D
Virginia,13,Biden +12.68%,D
Washington,12,Biden +32.67%,D
West Virginia,5,Trump +54.55%,R
Wisconsin,10,Biden +0.17%,D
Wyoming,3,Trump +55.97%,R
279,259
