name,ec,margin,winner
Alabama,9,Trump +19.57%,R
Alaska,3,Trump +8.25%,R
Arizona,11,Trump +5.6%,R
Arkansas,6,Trump +6.62%,R
California,55,Biden +33.84%,D
Colorado,9,Biden +17.66%,D
Connecticut,7,Biden +26.94%,D
District of Columbia,3,Biden +89.62%,D
Delaware,3,Biden +22.13%,D
Florida,29,Trump +6.66%,R
Georgia,16,Trump +4.22%,R
Hawaii,4,Biden +40.29%,D
Idaho,4,Trump +36.83%,R
Illinois,20,Biden +24.3%,D
Indiana,11,Trump +12.9%,R
Iowa,6,Biden +0.14%,D
Kansas,6,Trump +13.22%,R
Kentucky,8,Trump +19.95%,R
Louisiana,8,Trump +21.44%,R
Maine,2,Biden +16.58%,D
Maine 1st District,1,Biden +23.32%,D
Maine 2nd District,1,Trump +3.77%,R
Maryland,10,Biden +30.18%,D
Massachusetts,11,Biden +37.62%,D
Michigan,16,Biden +1.48%,D
Minnesota,10,Biden +5.27%,D
Mississippi,6,Trump +10.88%,R
Missouri,10,Trump +6.3%,R
Montana,3,Trump +9.64%,R
Nebraska,2,Trump +30.07%,R
Nebraska 1st District,1,Trump +41.14%,R
Nebraska 2nd District,1,Biden +5.06%,D
Nebraska 3rd District,1,Trump +55.97%,R
Nevada,6,Biden +7.25%,D
New Hampshire,4,Biden +8.39%,D
New Jersey,14,Biden +25.34%,D
New Mexico,5,Biden +17.57%,D
New York,29,Biden +29.05%,D
North Carolina,15,Trump +1.07%,R
North Dakota,3,Trump +21.18%,R
Ohio,18,Trump +4.29%,R
Oklahoma,7,Trump +26.93%,R
Oregon,7,Biden +28.48%,D
Pennsylvania,20,Biden +4.38%,D
Rhode Island,4,Biden +26.25%,D
South Carolina,9,Trump +11.18%,R
South Dakota,3,Trump +24.64%,R
Tennessee,11,Trump +13.43%,R
Texas,38,Trump +4.5%,R
Utah,6,Trump +13.52%,R
Vermont,3,Biden +27.09%,D
Virginia,13,Biden +13.19%,D
Washington,12,Biden +31.74%,D
West Virginia,5,Trump +54.98%,R
Wisconsin,10,Biden +2.32%,D
Wyoming,3,Trump +56.56%,R
285,253
