name,ec,margin,winner
Alabama,9,Trump +16.66%,R
Alaska,3,Trump +5.28%,R
Arizona,11,Trump +5.67%,R
Arkansas,6,Trump +5.19%,R
California,55,Biden +32.42%,D
Colorado,9,Biden +14.98%,D
Connecticut,7,Biden +27.88%,D
District of Columbia,3,Biden +89.86%,D
Delaware,3,Biden +21.65%,D
Florida,29,Trump +5.13%,R
Georgia,16,Trump +4.26%,R
Hawaii,4,Biden +40.74%,D
Idaho,4,Trump +36.76%,R
Illinois,20,Biden +21.81%,D
Indiana,11,Trump +12.48%,R
Iowa,6,Trump +1.33%,R
Kansas,6,Trump +13.76%,R
Kentucky,8,Trump +19.86%,R
Louisiana,8,Trump +24.3%,R
Maine,2,Biden +15.19%,D
Maine 1st District,1,Biden +22.74%,D
Maine 2nd District,1,Trump +3.26%,R
Maryland,10,Biden +28.58%,D
Massachusetts,11,Biden +36.91%,D
Michigan,16,Biden +1.9%,D
Minnesota,10,Biden +4.61%,D
Mississippi,6,Trump +10.45%,R
Missouri,10,Trump +8.37%,R
Montana,3,Trump +9.75%,R
Nebraska,2,Trump +28.78%,R
Nebraska 1st District,1,Trump +40.25%,R
Nebraska 2nd District,1,Biden +7.29%,D
Nebraska 3rd District,1,Trump +55.58%,R
Nevada,6,Biden +8.51%,D
New Hampshire,4,Biden +9.69%,D
New Jersey,14,Biden +23.95%,D
New Mexico,5,Biden +18.63%,D
New York,29,Biden +30.07%,D
North Carolina,15,Biden +0.12%,D
North Dakota,3,Trump +19.33%,R
Ohio,18,Trump +4.53%,R
Oklahoma,7,Trump +27.35%,R
Oregon,7,Biden +29.8%,D
Pennsylvania,20,Biden +0.44%,D
Rhode Island,4,Biden +25.42%,D
South Carolina,9,Trump +9.58%,R
South Dakota,3,Trump +23.96%,R
Tennessee,11,Trump +13.91%,R
Texas,38,Trump +6.01%,R
Utah,6,Trump +11.25%,R
Vermont,3,Biden +29.07%,D
Virginia,13,Biden +11.91%,D
Washington,12,Biden +31.22%,D
West Virginia,5,Trump +55.87%,R
Wisconsin,10,Biden +1.29%,D
Wyoming,3,Trump +55.0%,R
294,244
