name,ec,margin,winner
Alabama,9,Trump +17.97%,R
Alaska,3,Trump +8.18%,R
Arizona,11,Trump +4.75%,R
Arkansas,6,Trump +6.72%,R
California,55,Biden +34.33%,D
Colorado,9,Biden +15.41%,D
Connecticut,7,Biden +29.94%,D
District of Columbia,3,Biden +89.05%,D
Delaware,3,Biden +22.52%,D
Florida,29,Trump +4.21%,R
Georgia,16,Trump +3.47%,R
Hawaii,4,Biden +40.58%,D
Idaho,4,Trump +35.6%,R
Illinois,20,Biden +22.11%,D
Indiana,11,Trump +12.18%,R
Iowa,6,Trump +2.15%,R
Kansas,6,Trump +15.37%,R
Kentucky,8,Trump +19.93%,R
Louisiana,8,Trump +22.45%,R
Maine,2,Biden +15.28%,D
Maine 1st District,1,Biden +21.91%,D
Maine 2nd District,1,Trump +5.23%,R
Maryland,10,Biden +28.19%,D
Massachusetts,11,Biden +37.81%,D
Michigan,16,Biden +0.25%,D
Minnesota,10,Biden +6.99%,D
Mississippi,6,Trump +10.55%,R
Missouri,10,Trump +8.34%,R
Montana,3,Trump +10.1%,R
Nebraska,2,Trump +28.88%,R
Nebraska 1st District,1,Trump +39.91%,R
Nebraska 2nd District,1,Biden +5.46%,D
Nebraska 3rd District,1,Trump +56.42%,R
Nevada,6,Biden +7.07%,D
New Hampshire,4,Biden +7.45%,D
New Jersey,14,Biden +23.12%,D
New Mexico,5,Biden +17.15%,D
New York,29,Biden +30.31%,D
North Carolina,15,Biden +0.01%,D
North Dakota,3,Trump +20.22%,R
Ohio,18,Trump +3.91%,R
Oklahoma,7,Trump +25.54%,R
Oregon,7,Biden +30.37%,D
Pennsylvania,20,Biden +2.36%,D
Rhode Island,4,Biden +25.06%,D
South Carolina,9,Trump +10.47%,R
South Dakota,3,Trump +24.03%,R
Tennessee,11,Trump +15.11%,R
Texas,38,Trump +6.51%,R
Utah,6,Trump +10.06%,R
Vermont,3,Biden +27.8%,D
Virginia,13,Biden +15.28%,D
Washington,12,Biden +30.85%,D
West Virginia,5,Trump +54.94%,R
Wisconsin,10,Biden +1.25%,D
Wyoming,3,Trump +55.9%,R
294,244
