name,ec,margin,winner
Alabama,9,Trump +18.78%,R
Alaska,3,Trump +7.84%,R
Arizona,11,Trump +6.41%,R
Arkansas,6,Trump +5.31%,R
California,55,Biden +31.56%,D
Colorado,9,Biden +16.39%,D
Connecticut,7,Biden +27.72%,D
District of Columbia,3,Biden +89.32%,D
Delaware,3,Biden +23.3%,D
Florida,29,Trump +5.15%,R
Georgia,16,Trump +3.67%,R
Hawaii,4,Biden +40.49%,D
Idaho,4,Trump +36.54%,R
Illinois,20,Biden +21.05%,D
Indiana,11,Trump +13.13%,R
Iowa,6,Trump +0.62%,R
Kansas,6,Trump +14.81%,R
Kentucky,8,Trump +20.44%,R
Louisiana,8,Trump +24.14%,R
Maine,2,Biden +14.32%,D
Maine 1st District,1,Biden +23.99%,D
Maine 2nd District,1,Trump +3.62%,R
Maryland,10,Biden +26.72%,D
Massachusetts,11,Biden +35.75%,D
Michigan,16,Biden +1.12%,D
Minnesota,10,Biden +4.77%,D
Mississippi,6,Trump +10.78%,R
Missouri,10,Trump +7.9%,R
Montana,3,Trump +11.21%,R
Nebraska,2,Trump +31.07%,R
Nebraska 1st District,1,Trump +41.87%,R
Nebraska 2nd District,1,Biden +6.21%,D
Nebraska 3rd District,1,Trump +56.9%,R
Nevada,6,Biden +8.98%,D
New Hampshire,4,Biden +10.39%,D
New Jersey,14,Biden +25.83%,D
New Mexico,5,Biden +15.84%,D
New York,29,Biden +30.35%,D
North Carolina,15,Biden +0.18%,D
North Dakota,3,Trump +21.02%,R
Ohio,18,Trump +4.33%,R
Oklahoma,7,Trump +27.96%,R
Oregon,7,Biden +31.63%,D
Pennsylvania,20,Biden +0.4%,D
Rhode Island,4,Biden +25.24%,D
South Carolina,9,Trump +9.94%,R
South Dakota,3,Trump +23.92%,R
Tennessee,11,Trump +13.42%,R
Texas,38,Trump +4.66%,R
Utah,6,Trump +10.75%,R
Vermont,3,Biden +27.72%,D
Virginia,13,Biden +14.02%,D
Washington,12,Biden +31.98%,D
West Virginia,5,Trump +55.15%,R
Wisconsin,10,Biden +0.5%,D
Wyoming,3,Trump +55.39%,R
294,244
