name,ec,margin,winner
Alabama,9,Trump +19.54%,R
Alaska,3,Trump +7.31%,R
Arizona,11,Trump +4.95%,R
Arkansas,6,Trump +6.21%,R
California,55,Biden +33.45%,D
Colorado,9,Biden +14.64%,D
Connecticut,7,Biden +28.89%,D
District of Columbia,3,Biden +89.42%,D
Delaware,3,Biden +23.48%,D
Florida,29,Trump +4.27%,R
Georgia,16,Trump +4.16%,R
Hawaii,4,Biden +41.56%,D
Idaho,4,Trump +37.25%,R
Illinois,20,Biden +22.96%,D
Indiana,11,Trump +12.08%,R
Iowa,6,Trump +2.0%,R
Kansas,6,Trump +12.78%,R
Kentucky,8,Trump +20.0%,R
Louisiana,8,Trump +22.21%,R
Maine,2,Biden +15.22%,D
Maine 1st District,1,Biden +23.96%,D
Maine 2nd District,1,Trump +4.7%,R
Maryland,10,Biden +26.4%,D
Massachusetts,11,Biden +37.37%,D
Michigan,16,Biden +2.73%,D
Minnesota,10,Biden +5.66%,D
Mississippi,6,Trump +12.52%,R
Missouri,10,Trump +8.81%,R
Montana,3,Trump +11.19%,R
Nebraska,2,Trump +29.58%,R
Nebraska 1st District,1,Trump +41.17%,R
Nebraska 2nd District,1,Biden +5.66%,D
Nebraska 3rd District,1,Trump +56.88%,R
Nevada,6,Biden +8.74%,D
New Hampshire,4,Biden +8.77%,D
New Jersey,14,Biden +25.66%,D
New Mexico,5,Biden +16.99%,D
New York,29,Biden +30.16%,D
North Carolina,15,Biden +1.12%,D
North Dakota,3,Trump +19.14%,R
Ohio,18,Trump +3.91%,R
Oklahoma,7,Trump +27.31%,R
Oregon,7,Biden +30.91%,D
Pennsylvania,20,Biden +2.93%,D
Rhode Island,4,Biden +24.7%,D
South Carolina,9,Trump +10.5%,R
South Dakota,3,Trump +23.13%,R
Tennessee,11,Trump +15.57%,R
Texas,38,Trump +6.33%,R
Utah,6,Trump +13.99%,R
Vermont,3,Biden +27.96%,D
Virginia,13,Biden +12.7%,D
Washington,12,Biden +30.99%,D
West Virginia,5,Trump +55.74%,R
Wisconsin,10,Biden +1.63%,D
Wyoming,3,Trump +54.75%,R
294,244
