name,ec,margin,winner
Alabama,9,Trump +18.9%,R
Alaska,3,Trump +7.95%,R
Arizona,11,Trump +5.91%,R
Arkansas,6,Trump +4.46%,R
California,55,Biden +32.94%,D
Colorado,9,Biden +14.46%,D
Connecticut,7,Biden +28.45%,D
District of Columbia,3,Biden +89.58%,D
Delaware,3,Biden +22.16%,D
Florida,29,Trump +6.0%,R
Georgia,16,Trump +4.62%,R
Hawaii,4,Biden +39.99%,D
Idaho,4,Trump +37.69%,R
Illinois,20,Biden +21.24%,D
Indiana,11,Trump +12.62%,R
Iowa,6,Trump +0.43%,R
Kansas,6,Trump +13.25%,R
Kentucky,8,Trump +19.85%,R
Louisiana,8,Trump +20.77%,R
Maine,2,Biden +16.08%,D
Maine 1st District,1,Biden +25.5%,D
Maine 2nd District,1,Trump +1.49%,R
Maryland,10,Biden +28.74%,D
Massachusetts,11,Biden +36.91%,D
Michigan,16,Biden +1.91%,D
Minnesota,10,Biden +6.15%,D
Mississippi,6,Trump +10.3%,R
Missouri,10,Trump +7.43%,R
Montana,3,Trump +11.28%,R
Nebraska,2,Trump +31.43%,R
Nebraska 1st District,1,Trump +41.91%,R
Nebraska 2nd District,1,Biden +5.83%,D
Nebraska 3rd District,1,Trump +56.79%,R
Nevada,6,Biden +8.68%,D
New Hampshire,4,Biden +8.1%,D
New Jersey,14,Biden +24.64%,D
New Mexico,5,Biden +15.95%,D
New York,29,Biden +30.04%,D
North Carolina,15,Trump +0.22%,R
North Dakota,3,Trump +19.96%,R
Ohio,18,Trump +4.1%,R
Oklahoma,7,Trump +29.16%,R
Oregon,7,Biden +29.6%,D
Pennsylvania,20,Biden +1.17%,D
Rhode Island,4,Biden +24.77%,D
South Carolina,9,Trump +10.1%,R
South Dakota,3,Trump +23.62%,R
Tennessee,11,Trump +13.73%,R
Texas,38,Trump +4.52%,R
Utah,6,Trump +10.63%,R
Vermont,3,Biden +29.53%,D
Virginia,13,Biden +14.27%,D
Washington,12,Biden +33.76%,D
West Virginia,5,Trump +55.34%,R
Wisconsin,10,Biden +1.93%,D
Wyoming,3,Trump +55.1%,R
279,259
