name,ec,margin,winner
Alabama,9,Trump +17.84%,R
Alaska,3,Trump +7.44%,R
Arizona,11,Trump +4.83%,R
Arkansas,6,Trump +3.66%,R
California,55,Biden +35.12%,D
Colorado,9,Biden +14.59%,D
Connecticut,7,Biden +26.49%,D
District of Columbia,3,Biden +89.54%,D
Delaware,3,Biden +21.9%,D
Florida,29,Trump +2.91%,R
Georgia,16,Trump +3.52%,R
Hawaii,4,Biden +42.07%,D
Idaho,4,Trump +38.83%,R
Illinois,20,Biden +20.62%,D
Indiana,11,Trump +11.96%,R
Iowa,6,Trump +3.05%,R
Kansas,6,Trump +12.17%,R
Kentucky,8,Trump +20.74%,R
Louisiana,8,Trump +21.34%,R
Maine,2,Biden +14.4%,D
Maine 1st District,1,Biden +23.53%,D
Maine 2nd District,1,Trump +3.78%,R
Maryland,10,Biden +29.19%,D
Massachusetts,11,Biden +38.67%,D
Michigan,16,Biden +1.97%,D
Minnesota,10,Biden +4.73%,D
Mississippi,6,Trump +9.7%,R
Missouri,10,Trump +7.17%,R
Montana,3,Trump +9.91%,R
Nebraska,2,Trump +31.0%,R
Nebraska 1st District,1,Trump +41.28%,R
Nebraska 2nd District,1,Biden +6.65%,D
Nebraska 3rd District,1,Trump +56.81%,R
Nevada,6,Biden +9.63%,D
New Hampshire,4,Biden +8.58%,D
New Jersey,14,Biden +24.52%,D
New Mexico,5,Biden +16.32%,D
New York,29,Biden +29.35%,D
North Carolina,15,Biden +0.42%,D
North Dakota,3,Trump +20.21%,R
Ohio,18,Trump +3.89%,R
Oklahoma,7,Trump +26.41%,R
Oregon,7,Biden +29.56%,D
Pennsylvania,20,Biden +2.65%,D
Rhode Island,4,Biden +25.65%,D
South Carolina,9,Trump +11.12%,R
South Dakota,3,Trump +22.45%,R
Tennessee,11,Trump +13.27%,R
Texas,38,Trump +4.51%,R
Utah,6,Trump +11.0%,R
Vermont,3,Biden +28.46%,D
Virginia,13,Biden +13.08%,D
Washington,12,Biden +32.6%,D
West Virginia,5,Trump +55.3%,R
Wisconsin,10,Biden +1.05%,D
Wyoming,3,Trump +54.28%,R
294,244
