name,ec,margin,winner
Alabama,9,Trump +17.31%,R
Alaska,3,Trump +5.47%,R
Arizona,11,Trump +5.72%,R
Arkansas,6,Trump +6.87%,R
California,55,Biden +33.73%,D
Colorado,9,Biden +16.54%,D
Connecticut,7,Biden +28.46%,D
District of Columbia,3,Biden +89.27%,D
Delaware,3,Biden +22.32%,D
Florida,29,Trump +4.3%,R
Georgia,16,Trump +1.97%,R
Hawaii,4,Biden +41.47%,D
Idaho,4,Trump +39.15%,R
Illinois,20,Biden +21.26%,D
Indiana,11,Trump +11.82%,R
Iowa,6,Trump +0.85%,R
Kansas,6,Trump +13.25%,R
Kentucky,8,Trump +20.28%,R
Louisiana,8,Trump +23.49%,R
Maine,2,Biden +13.52%,D
Maine 1st District,1,Biden +25.27%,D
Maine 2nd District,1,Trump +3.37%,R
Maryland,10,Biden +28.0%,D
Massachusetts,11,Biden +38.37%,D
Michigan,16,Biden +2.92%,D
Minnesota,10,Biden +4.52%,D
Mississippi,6,Trump +11.8%,R
Missouri,10,Trump +7.51%,R
Montana,3,Trump +9.53%,R
Nebraska,2,Trump +31.09%,R
Nebraska 1st District,1,Trump +41.62%,R
Nebraska 2nd District,1,Biden +6.66%,D
Nebraska 3rd District,1,Trump +56.87%,R
Nevada,6,Biden +8.03%,D
New Hampshire,4,Biden +10.16%,D
New Jersey,14,Biden +25.07%,D
New Mexico,5,Biden +16.18%,D
New York,29,Biden +30.58%,D
North Carolina,15,Biden +0.36%,D
North Dakota,3,Trump +19.13%,R
Ohio,18,Trump +5.77%,R
Oklahoma,7,Trump +27.96%,R
Oregon,7,Biden +29.62%,D
Pennsylvania,20,Biden +0.63%,D
Rhode Island,4,Biden +26.75%,D
South Carolina,9,Trump +9.15%,R
South Dakota,3,Trump +24.75%,R
Tennessee,11,Trump +12.31%,R
Texas,38,Trump +3.64%,R
Utah,6,Trump +11.61%,R
Vermont,3,Biden +29.49%,D
Virginia,13,Biden +15.01%,D
Washington,12,Biden +31.71%,D
West Virginia,5,Trump +54.85%,R
Wisconsin,10,Biden +2.61%,D
Wyoming,3,Trump +55.51%,R
294,244
