name,ec,margin,winner
Alabama,9,Trump +19.52%,R
Alaska,3,Trump +7.99%,R
Arizona,11,Trump +5.8%,R
Arkansas,6,Trump +2.97%,R
California,55,Biden +33.43%,D
Colorado,9,Biden +16.84%,D
Connecticut,7,Biden +28.25%,D
District of Columbia,3,Biden +89.25%,D
Delaware,3,Biden +23.83%,D
Florida,29,Trump +3.44%,R
Georgia,16,Trump +3.5%,R
Hawaii,4,Biden +39.17%,D
Idaho,4,Trump +39.85%,R
Illinois,20,Biden +22.83%,D
Indiana,11,Trump +12.4%,R
Iowa,6,Trump +3.05%,R
Kansas,6,Trump +12.05%,R
Kentucky,8,Trump +21.65%,R
Louisiana,8,Trump +22.15%,R
Maine,2,Biden +14.57%,D
Maine 1st District,1,Biden +25.48%,D
Maine 2nd District,1,Trump +4.81%,R
Maryland,10,Biden +27.39%,D
Massachusetts,11,Biden +38.94%,D
Michigan,16,Biden +3.9%,D
Minnesota,10,Biden +3.4%,D
Mississippi,6,Trump +12.59%,R
Missouri,10,Trump +6.65%,R
Montana,3,Trump +12.19%,R
Nebraska,2,Trump +31.45%,R
Nebraska 1st District,1,Trump +40.18%,R
Nebraska 2nd District,1,Biden +6.31%,D
Nebraska 3rd District,1,Trump +58.29%,R
Nevada,6,Biden +7.93%,D
New Hampshire,4,Biden +8.29%,D
New Jersey,14,Biden +23.88%,D
New Mexico,5,Biden +16.87%,D
New York,29,Biden +29.09%,D
North Carolina,15,Trump +0.32%,R
North Dakota,3,Trump +19.31%,R
Ohio,18,Trump +4.59%,R
Oklahoma,7,Trump +30.76%,R
Oregon,7,Biden +29.16%,D
Pennsylvania,20,Biden +3.68%,D
Rhode Island,4,Biden +24.83%,D
South Carolina,9,Trump +7.68%,R
South Dakota,3,Trump +24.22%,R
Tennessee,11,Trump +14.28%,R
Texas,38,Trump +5.82%,R
Utah,6,Trump +13.53%,R
Vermont,3,Biden +28.5%,D
Virginia,13,Biden +13.89%,D
Washington,12,Biden +31.5%,D
West Virginia,5,Trump +55.26%,R
Wisconsin,10,Biden +1.68%,D
Wyoming,3,Trump +55.41%,R
279,259
