name,ec,margin,winner
Alabama,9,Trump +15.85%,R
Alaska,3,Trump +6.95%,R
Arizona,11,Trump +6.62%,R
Arkansas,6,Trump +6.02%,R
California,55,Biden +31.49%,D
Colorado,9,Biden +15.58%,D
Connecticut,7,Biden +28.83%,D
District of Columbia,3,Biden +89.19%,D
Delaware,3,Biden +22.03%,D
Florida,29,Trump +4.55%,R
Georgia,16,Trump +2.03%,R
Hawaii,4,Biden +41.46%,D
Idaho,4,Trump +38.74%,R
Illinois,20,Biden +23.1%,D
Indiana,11,Trump +10.45%,R
Iowa,6,Trump +0.23%,R
Kansas,6,Trump +12.7%,R
Kentucky,8,Trump +21.08%,R
Louisiana,8,Trump +21.19%,R
Maine,2,Biden +15.61%,D
Maine 1st District,1,Biden +26.07%,D
Maine 2nd District,1,Trump +4.97%,R
Maryland,10,Biden +27.86%,D
Massachusetts,11,Biden +36.16%,D
Michigan,16,Biden +2.98%,D
Minnesota,10,Biden +6.36%,D
Mississippi,6,Trump +11.26%,R
Missouri,10,Trump +7.35%,R
Montana,3,Trump +9.45%,R
Nebraska,2,Trump +30.21%,R
Nebraska 1st District,1,Trump +41.17%,R
Nebraska 2nd District,1,Biden +5.94%,D
Nebraska 3rd District,1,Trump +57.44%,R
Nevada,6,Biden +8.74%,D
New Hampshire,4,Biden +7.01%,D
New Jersey,14,Biden +24.43%,D
New Mexico,5,Biden +17.88%,D
New York,29,Biden +31.37%,D
North Carolina,15,Trump +0.28%,R
North Dakota,3,Trump +19.53%,R
Ohio,18,Trump +4.19%,R
Oklahoma,7,Trump +27.86%,R
Oregon,7,Biden +28.67%,D
Pennsylvania,20,Biden +1.64%,D
Rhode Island,4,Biden +24.18%,D
South Carolina,9,Trump +8.75%,R
South Dakota,3,Trump +23.11%,R
Tennessee,11,Trump +14.33%,R
Texas,38,Trump +5.14%,R
Utah,6,Trump +10.29%,R
Vermont,3,Biden +28.61%,D
Virginia,13,Biden +10.88%,D
Washington,12,Biden +29.5%,D
West Virginia,5,Trump +56.28%,R
Wisconsin,10,Trump +0.05%,R
Wyoming,3,Trump +55.4%,R
269,269
