name,ec,margin,winner
Alabama,9,Trump +18.74%,R
Alaska,3,Trump +8.85%,R
Arizona,11,Trump +5.69%,R
Arkansas,6,Trump +4.7%,R
California,55,Biden +33.05%,D
Colorado,9,Biden +16.08%,D
Connecticut,7,Biden +27.53%,D
District of Columbia,3,Biden +89.0%,D
Delaware,3,Biden +21.8%,D
Florida,29,Trump +3.79%,R
Georgia,16,Trump +3.55%,R
Hawaii,4,Biden +40.92%,D
Idaho,4,Trump +38.64%,R
Illinois,20,Biden +21.57%,D
Indiana,11,Trump +11.26%,R
Iowa,6,Trump +0.01%,R
Kansas,6,Trump +15.15%,R
Kentucky,8,Trump +20.1%,R
Louisiana,8,Trump +22.22%,R
Maine,2,Biden +15.75%,D
Maine 1st District,1,Biden +22.26%,D
Maine 2nd District,1,Trump +3.52%,R
Maryland,10,Biden +27.27%,D
Massachusetts,11,Biden +36.84%,D
Michigan,16,Biden +1.29%,D
Minnesota,10,Biden +5.84%,D
Mississippi,6,Trump +12.75%,R
Missouri,10,Trump +6.88%,R
Montana,3,Trump +10.82%,R
Nebraska,2,Trump +29.3%,R
Nebraska 1st District,1,Trump +39.76%,R
Nebraska 2nd District,1,Biden +4.65%,D
Nebraska 3rd District,1,Trump +56.71%,R
Nevada,6,Biden +7.52%,D
New Hampshire,4,Biden +8.46%,D
New Jersey,14,Biden +24.62%,D
New Mexico,5,Biden +17.54%,D
New York,29,Biden +27.94%,D
North Carolina,15,Trump +1.32%,R
North Dakota,3,Trump +19.23%,R
Ohio,18,Trump +7.22%,R
Oklahoma,7,Trump +26.46%,R
Oregon,7,Biden +29.9%,D
Pennsylvania,20,Biden +1.53%,D
Rhode Island,4,Biden +25.72%,D
South Carolina,9,Trump +9.27%,R
South Dakota,3,Trump +22.16%,R
Tennessee,11,Trump +13.23%,R
Texas,38,Trump +6.53%,R
Utah,6,Trump +10.2%,R
Vermont,3,Biden +27.63%,D
Virginia,13,Biden +11.87%,D
Washington,12,Biden +32.06%,D
West Virginia,5,Trump +54.88%,R
Wisconsin,10,Biden +2.42%,D
Wyoming,3,Trump +55.46%,R
279,259
