name,ec,margin,winner
Alabama,9,Trump +18.77%,R
Alaska,3,Trump +7.94%,R
Arizona,11,Trump +4.08%,R
Arkansas,6,Trump +6.04%,R
California,55,Biden +32.59%,D
Colorado,9,Biden +15.62%,D
Connecticut,7,Biden +26.87%,D
District of Columbia,3,Biden +89.03%,D
Delaware,3,Biden +21.08%,D
Florida,29,Trump +5.38%,R
Georgia,16,Trump +3.17%,R
Hawaii,4,Biden +40.52%,D
Idaho,4,Trump +39.07%,R
Illinois,20,Biden +22.37%,D
Indiana,11,Trump +11.4%,R
Iowa,6,Trump +2.46%,R
Kansas,6,Trump +12.79%,R
Kentucky,8,Trump +19.76%,R
Louisiana,8,Trump +20.77%,R
Maine,2,Biden +13.49%,D
Maine 1st District,1,Biden +23.05%,D
Maine 2nd District,1,Trump +2.63%,R
Maryland,10,Biden +27.89%,D
Massachusetts,11,Biden +36.12%,D
Michigan,16,Biden +2.69%,D
Minnesota,10,Biden +3.97%,D
Mississippi,6,Trump +10.89%,R
Missouri,10,Trump +7.59%,R
Montana,3,Trump +10.16%,R
Nebraska,2,Trump +29.87%,R
Nebraska 1st District,1,Trump +40.81%,R
Nebraska 2nd District,1,Biden +6.42%,D
Nebraska 3rd District,1,Trump +56.84%,R
Nevada,6,Biden +6.18%,D
New Hampshire,4,Biden +9.24%,D
New Jersey,14,Biden +24.92%,D
New Mexico,5,Biden +16.72%,D
New York,29,Biden +29.93%,D
North Carolina,15,Biden +2.01%,D
North Dakota,3,Trump +20.7%,R
Ohio,18,Trump +4.57%,R
Oklahoma,7,Trump +26.86%,R
Oregon,7,Biden +30.02%,D
Pennsylvania,20,Biden +1.62%,D
Rhode Island,4,Biden +26.05%,D
South Carolina,9,Trump +9.75%,R
South Dakota,3,Trump +23.81%,R
Tennessee,11,Trump +13.73%,R
Texas,38,Trump +5.49%,R
Utah,6,Trump +11.7%,R
Vermont,3,Biden +27.06%,D
Virginia,13,Biden +13.04%,D
Washington,12,Biden +31.52%,D
West Virginia,5,Trump +55.68%,R
Wisconsin,10,Biden +1.53%,D
Wyoming,3,Trump +55.58%,R
294,244
