name,ec,margin,winner
Alabama,9,Trump +19.73%,R
Alaska,3,Trump +9.1%,R
Arizona,11,Trump +4.9%,R
Arkansas,6,Trump +5.33%,R
California,55,Biden +33.3%,D
Colorado,9,Biden +14.69%,D
Connecticut,7,Biden +28.01%,D
District of Columbia,3,Biden +89.4%,D
Delaware,3,Biden +22.71%,D
Florida,29,Trump +6.02%,R
Georgia,16,Trump +4.16%,R
Hawaii,4,Biden +40.63%,D
Idaho,4,Trump +39.52%,R
Illinois,20,Biden +21.06%,D
Indiana,11,Trump +11.32%,R
Iowa,6,Trump +1.74%,R
Kansas,6,Trump +14.98%,R
Kentucky,8,Trump +19.2%,R
Louisiana,8,Trump +22.37%,R
Maine,2,Biden +16.51%,D
Maine 1st District,1,Biden +23.07%,D
Maine 2nd District,1,Trump +2.55%,R
Maryland,10,Biden +28.48%,D
Massachusetts,11,Biden +37.86%,D
Michigan,16,Biden +2.25%,D
Minnesota,10,Biden +6.53%,D
Mississippi,6,Trump +11.8%,R
Missouri,10,Trump +5.45%,R
Montana,3,Trump +10.67%,R
Nebraska,2,Trump +30.75%,R
Nebraska 1st District,1,Trump +40.19%,R
Nebraska 2nd District,1,Biden +6.68%,D
Nebraska 3rd District,1,Trump +57.8%,R
Nevada,6,Biden +8.48%,D
New Hampshire,4,Biden +8.67%,D
New Jersey,14,Biden +24.6%,D
New Mexico,5,Biden +17.08%,D
New York,29,Biden +30.28%,D
North Carolina,15,Biden +0.21%,D
North Dakota,3,Trump +19.51%,R
Ohio,18,Trump +4.94%,R
Oklahoma,7,Trump +28.35%,R
Oregon,7,Biden +28.65%,D
Pennsylvania,20,Biden +0.87%,D
Rhode Island,4,Biden +25.41%,D
South Carolina,9,Trump +10.75%,R
South Dakota,3,Trump +23.64%,R
Tennessee,11,Trump +14.13%,R
Texas,38,Trump +4.93%,R
Utah,6,Trump +10.4%,R
Vermont,3,Biden +27.76%,D
Virginia,13,Biden +13.17%,D
Washington,12,Biden +30.61%,D
West Virginia,5,Trump +54.52%,R
Wisconsin,10,Biden +0.6%,D
Wyoming,3,Trump +54.77%,R
294,244
