name,ec,margin,winner
Alabama,9,Trump +19.56%,R
Alaska,3,Trump +8.64%,R
Arizona,11,Trump +4.59%,R
Arkansas,6,Trump +6.05%,R
California,55,Biden +33.53%,D
Colorado,9,Biden +15.43%,D
Connecticut,7,Biden +27.92%,D
District of Columbia,3,Biden +89.24%,D
Delaware,3,Biden +20.99%,D
Florida,29,Trump +3.55%,R
Georgia,16,Trump +3.47%,R
Hawaii,4,Biden +39.39%,D
Idaho,4,Trump +39.54%,R
Illinois,20,Biden +21.75%,D
Indiana,11,Trump +11.26%,R
Iowa,6,Trump +0.4%,R
Kansas,6,Trump +12.54%,R
Kentucky,8,Trump +18.73%,R
Louisiana,8,Trump +23.44%,R
Maine,2,Biden +15.0%,D
Maine 1st District,1,Biden +22.69%,D
Maine 2nd District,1,Trump +4.22%,R
Maryland,10,Biden +26.97%,D
Massachusetts,11,Biden +37.14%,D
Michigan,16,Biden +1.75%,D
Minnesota,10,Biden +5.09%,D
Mississippi,6,Trump +10.77%,R
Missouri,10,Trump +6.01%,R
Montana,3,Trump +11.08%,R
Nebraska,2,Trump +29.97%,R
Nebraska 1st District,1,Trump +40.69%,R
Nebraska 2nd District,1,Biden +4.77%,D
Nebraska 3rd District,1,Trump +56.53%,R
Nevada,6,Biden +7.42%,D
New Hampshire,4,Biden +9.96%,D
New Jersey,14,Biden +24.75%,D
New Mexico,5,Biden +17.78%,D
New York,29,Biden +30.4%,D
North Carolina,15,Trump +1.02%,R
North Dakota,3,Trump +18.98%,R
Ohio,18,Trump +4.13%,R
Oklahoma,7,Trump +26.49%,R
Oregon,7,Biden +29.36%,D
Pennsylvania,20,Biden +4.01%,D
Rhode Island,4,Biden +24.82%,D
South Carolina,9,Trump +10.35%,R
South Dakota,3,Trump +22.39%,R
Tennessee,11,Trump +14.57%,R
Texas,38,Trump +5.26%,R
Utah,6,Trump +12.06%,R
Vermont,3,Biden +28.28%,D
Virginia,13,Biden +14.11%,D
Washington,12,Biden +30.45%,D
West Virginia,5,Trump +54.93%,R
Wisconsin,10,Biden +0.82%,D
Wyoming,3,Trump +54.41%,R
279,259
