name,ec,margin,winner
Alabama,9,Trump +18.36%,R
Alaska,3,Trump +7.38%,R
Arizona,11,Biden +3.52%,D
Arkansas,6,Trump +3.19%,R
California,55,Biden +32.51%,D
Colorado,9,Biden +16.17%,D
Connecticut,7,Biden +27.41%,D
District of Columbia,3,Biden +88.94%,D
Delaware,3,Biden +22.17%,D
Florida,29,Biden +6.72%,D
Georgia,16,Trump +2.27%,R
Hawaii,4,Biden +40.86%,D
Idaho,4,Trump +39.01%,R
Illinois,20,Biden +21.85%,D
Indiana,11,Trump +12.47%,R
Iowa,6,Biden +0.66%,D
Kansas,6,Trump +15.35%,R
Kentucky,8,Trump +21.89%,R
Louisiana,8,Trump +23.52%,R
Maine,2,Biden +14.69%,D
Maine 1st District,1,Biden +24.8%,D
Maine 2nd District,1,Biden +5.5%,D
Maryland,10,Biden +26.3%,D
Massachusetts,11,Biden +37.57%,D
Michigan,16,Biden +10.06%,D
Minnesota,10,Biden +12.08%,D
Mississippi,6,Trump +10.92%,R
Missouri,10,Trump +8.64%,R
Montana,3,Trump +9.62%,R
Nebraska,2,Trump +31.92%,R
Nebraska 1st District,1,Trump +39.62%,R
Nebraska 2nd District,1,Biden +5.2%,D
Nebraska 3rd District,1,Trump +55.89%,R
Nevada,6,Biden +9.34%,D
New Hampshire,4,Biden +7.27%,D
New Jersey,14,Biden +23.49%,D
New Mexico,5,Biden +14.63%,D
New York,29,Biden +30.49%,D
North Carolina,15,Biden +2.27%,D
North Dakota,3,Trump +18.93%,R
Ohio,18,Biden +0.3%,D
Oklahoma,7,Trump +27.94%,R
Oregon,7,Biden +30.55%,D
Pennsylvania,20,Biden +8.35%,D
Rhode Island,4,Biden +26.66%,D
South Carolina,9,Trump +9.27%,R
South Dakota,3,Trump +24.2%,R
Tennessee,11,Trump +14.17%,R
Texas,38,Biden +0.22%,D
Utah,6,Trump +10.45%,R
Vermont,3,Biden +27.13%,D
Virginia,13,Trump +12.4%,R
Washington,12,Biden +33.22%,D
West Virginia,5,Trump +54.72%,R
Wisconsin,10,Biden +8.0%,D
Wyoming,3,Trump +55.59%,R
384,154
