name,ec,margin,winner
Alabama,9,Trump +19.32%,R
Alaska,3,Trump +8.97%,R
Arizona,11,Biden +3.03%,D
Arkansas,6,Trump +4.58%,R
California,55,Biden +33.01%,D
Colorado,9,Biden +16.07%,D
Connecticut,7,Biden +27.73%,D
District of Columbia,3,Biden +89.41%,D
Delaware,3,Biden +22.84%,D
Florida,29,Biden +7.08%,D
Georgia,16,Trump +1.83%,R
Hawaii,4,Biden +40.37%,D
Idaho,4,Trump +40.44%,R
Illinois,20,Biden +21.09%,D
Indiana,11,Trump +11.51%,R
Iowa,6,Biden +1.02%,D
Kansas,6,Trump +12.4%,R
Kentucky,8,Trump +19.32%,R
Louisiana,8,Trump +22.43%,R
Maine,2,Biden +16.94%,D
Maine 1st District,1,Biden +24.13%,D
Maine 2nd District,1,Biden +6.42%,D
Maryland,10,Biden +27.49%,D
Massachusetts,11,Biden +37.46%,D
Michigan,16,Biden +10.12%,D
Minnesota,10,Biden +10.55%,D
Mississippi,6,Trump +11.6%,R
Missouri,10,Trump +5.91%,R
Montana,3,Trump +10.96%,R
Nebraska,2,Trump +31.06%,R
Nebraska 1st District,1,Trump +39.87%,R
Nebraska 2nd District,1,Biden +6.35%,D
Nebraska 3rd District,1,Trump +55.29%,R
Nevada,6,Biden +9.75%,D
New Hampshire,4,Biden +9.68%,D
New Jersey,14,Biden +25.47%,D
New Mexico,5,Biden +17.51%,D
New York,29,Biden +31.06%,D
North Carolina,15,Biden +1.67%,D
North Dakota,3,Trump +20.62%,R
Ohio,18,Trump +1.91%,R
Oklahoma,7,Trump +27.65%,R
Oregon,7,Biden +29.53%,D
Pennsylvania,20,Biden +8.19%,D
Rhode Island,4,Biden +26.27%,D
South Carolina,9,Trump +8.79%,R
South Dakota,3,Trump +23.2%,R
Tennessee,11,Trump +15.42%,R
Texas,38,Trump +0.13%,R
Utah,6,Trump +9.89%,R
Vermont,3,Biden +28.09%,D
Virginia,13,Trump +9.54%,R
Washington,12,Biden +30.03%,D
West Virginia,5,Trump +54.9%,R
Wisconsin,10,Biden +9.02%,D
Wyoming,3,Trump +55.44%,R
328,210
