name,ec,margin,winner
Alabama,9,Trump +19.03%,R
Alaska,3,Trump +6.69%,R
Arizona,11,Biden +2.51%,D
Arkansas,6,Trump +3.39%,R
California,55,Biden +33.98%,D
Colorado,9,Biden +13.54%,D
Connecticut,7,Biden +26.8%,D
District of Columbia,3,Biden +89.38%,D
Delaware,3,Biden +21.3%,D
Florida,29,Biden +6.62%,D
Georgia,16,Trump +3.23%,R
Hawaii,4,Biden +40.44%,D
Idaho,4,Trump +37.23%,R
Illinois,20,Biden +21.84%,D
Indiana,11,Trump +11.29%,R
Iowa,6,Biden +2.32%,D
Kansas,6,Trump +12.7%,R
Kentucky,8,Trump +18.69%,R
Louisiana,8,Trump +23.45%,R
Maine,2,Biden +17.69%,D
Maine 1st District,1,Biden +24.73%,D
Maine 2nd District,1,Biden +6.5%,D
Maryland,10,Biden +27.42%,D
Massachusetts,11,Biden +37.05%,D
Michigan,16,Biden +10.13%,D
Minnesota,10,Biden +10.23%,D
Mississippi,6,Trump +10.64%,R
Missouri,10,Trump +7.06%,R
Montana,3,Trump +9.07%,R
Nebraska,2,Trump +30.58%,R
Nebraska 1st District,1,Trump +39.12%,R
Nebraska 2nd District,1,Biden +5.08%,D
Nebraska 3rd District,1,Trump +56.68%,R
Nevada,6,Biden +7.52%,D
New Hampshire,4,Biden +9.45%,D
New Jersey,14,Biden +24.08%,D
New Mexico,5,Biden +17.25%,D
New York,29,Biden +30.11%,D
North Carolina,15,Biden +4.88%,D
North Dakota,3,Trump +19.16%,R
Ohio,18,Trump +0.5%,R
Oklahoma,7,Trump +27.69%,R
Oregon,7,Biden +30.89%,D
Pennsylvania,20,Biden +8.63%,D
Rhode Island,4,Biden +25.08%,D
South Carolina,9,Trump +11.05%,R
South Dakota,3,Trump +24.03%,R
Tennessee,11,Trump +13.65%,R
Texas,38,Trump +0.07%,R
Utah,6,Trump +11.22%,R
Vermont,3,Biden +28.08%,D
Virginia,13,Trump +12.21%,R
Washington,12,Biden +31.21%,D
West Virginia,5,Trump +54.44%,R
Wisconsin,10,Biden +9.9%,D
Wyoming,3,Trump +54.41%,R
328,210
