name,ec,margin,winner
Alabama,9,Trump +18.05%,R
Alaska,3,Trump +9.59%,R
Arizona,11,Biden +3.19%,D
Arkansas,6,Trump +1.18%,R
California,55,Biden +35.52%,D
Colorado,9,Biden +14.16%,D
Connecticut,7,Biden +27.08%,D
District of Columbia,3,Biden +89.16%,D
Delaware,3,Biden +21.57%,D
Florida,29,Biden +8.23%,D
Georgia,16,Trump +2.04%,R
Hawaii,4,Biden +39.8%,D
Idaho,4,Trump +39.74%,R
Illinois,20,Biden +20.3%,D
Indiana,11,Trump +13.03%,R
Iowa,6,Biden +2.09%,D
Kansas,6,Trump +13.06%,R
Kentucky,8,Trump +20.77%,R
Louisiana,8,Trump +23.46%,R
Maine,2,Biden +13.95%,D
Maine 1st District,1,Biden +25.65%,D
Maine 2nd District,1,Biden +5.51%,D
Maryland,10,Biden +26.19%,D
Massachusetts,11,Biden +35.56%,D
Michigan,16,Biden +9.62%,D
Minnesota,10,Biden +9.96%,D
Mississippi,6,Trump +12.61%,R
Missouri,10,Trump +6.83%,R
Montana,3,Trump +10.16%,R
Nebraska,2,Trump +30.95%,R
Nebraska 1st District,1,Trump +40.37%,R
Nebraska 2nd District,1,Biden +4.29%,D
Nebraska 3rd District,1,Trump +55.78%,R
Nevada,6,Biden +7.49%,D
New Hampshire,4,Biden +9.55%,D
New Jersey,14,Biden +23.86%,D
New Mexico,5,Biden +17.59%,D
New York,29,Biden +29.83%,D
North Carolina,15,Biden +2.27%,D
North Dakota,3,Trump +19.38%,R
Ohio,18,Biden +1.09%,D
Oklahoma,7,Trump +30.08%,R
Oregon,7,Biden +29.64%,D
Pennsylvania,20,Biden +6.92%,D
Rhode Island,4,Biden +25.56%,D
South Carolina,9,Trump +10.38%,R
South Dakota,3,Trump +25.4%,R
Tennessee,11,Trump +13.61%,R
Texas,38,Trump +2.14%,R
Utah,6,Trump +11.2%,R
Vermont,3,Biden +27.78%,D
Virginia,13,Trump +12.1%,R
Washington,12,Biden +30.18%,D
West Virginia,5,Trump +55.31%,R
Wisconsin,10,Biden +8.41%,D
Wyoming,3,Trump +56.15%,R
346,192
