name,ec,margin,winner
Alabama,9,Trump +18.98%,R
Alaska,3,Trump +8.86%,R
Arizona,11,Biden +3.99%,D
Arkansas,6,Trump +4.16%,R
California,55,Biden +34.07%,D
Colorado,9,Biden +15.17%,D
Connecticut,7,Biden +28.83%,D
District of Columbia,3,Biden +89.74%,D
Delaware,3,Biden +22.5%,D
Florida,29,Biden +6.17%,D
Georgia,16,Trump +1.59%,R
Hawaii,4,Biden +40.1%,D
Idaho,4,Trump +39.19%,R
Illinois,20,Biden +21.22%,D
Indiana,11,Trump +12.13%,R
Iowa,6,Biden +1.71%,D
Kansas,6,Trump +13.58%,R
Kentucky,8,Trump +20.02%,R
Louisiana,8,Trump +22.5%,R
Maine,2,Biden +15.31%,D
Maine 1st District,1,Biden +23.82%,D
Maine 2nd District,1,Biden +2.56%,D
Maryland,10,Biden +26.81%,D
Massachusetts,11,Biden +36.83%,D
Michigan,16,Biden +9.19%,D
Minnesota,10,Biden +11.46%,D
Mississippi,6,Trump +10.68%,R
Missouri,10,Trump +7.19%,R
Montana,3,Trump +11.49%,R
Nebraska,2,Trump +30.73%,R
Nebraska 1st District,1,Trump +40.32%,R
Nebraska 2nd District,1,Biden +5.67%,D
Nebraska 3rd District,1,Trump +56.22%,R
Nevada,6,Biden +9.01%,D
New Hampshire,4,Biden +10.0%,D
New Jersey,14,Biden +23.9%,D
New Mexico,5,Biden +16.41%,D
New York,29,Biden +30.21%,D
North Carolina,15,Biden +3.14%,D
North Dakota,3,Trump +19.14%,R
Ohio,18,Biden +0.44%,D
Oklahoma,7,Trump +28.23%,R
Oregon,7,Biden +30.91%,D
Pennsylvania,20,Biden +9.71%,D
Rhode Island,4,Biden +24.2%,D
South Carolina,9,Trump +11.41%,R
South Dakota,3,Trump +24.3%,R
Tennessee,11,Trump +14.79%,R
Texas,38,Trump +1.55%,R
Utah,6,Trump +11.56%,R
Vermont,3,Biden +29.88%,D
Virginia,13,Trump +13.03%,R
Washington,12,Biden +29.75%,D
West Virginia,5,Trump +55.31%,R
Wisconsin,10,Biden +9.87%,D
Wyoming,3,Trump +55.03%,R
346,192
