name,ec,margin,winner
Alabama,9,Trump +18.67%,R
Alaska,3,Trump +8.78%,R
Arizona,11,Biden +3.85%,D
Arkansas,6,Trump +1.91%,R
California,55,Biden +33.02%,D
Colorado,9,Biden +16.22%,D
Connecticut,7,Biden +28.1%,D
District of Columbia,3,Biden +89.21%,D
Delaware,3,Biden +21.95%,D
Florida,29,Biden +5.78%,D
Georgia,16,Trump +2.87%,R
Hawaii,4,Biden +41.06%,D
Idaho,4,Trump +39.63%,R
Illinois,20,Biden +22.91%,D
Indiana,11,Trump +12.98%,R
Iowa,6,Trump +0.52%,R
Kansas,6,Trump +13.79%,R
Kentucky,8,Trump +22.25%,R
Louisiana,8,Trump +21.4%,R
Maine,2,Biden +15.72%,D
Maine 1st District,1,Biden +25.53%,D
Maine 2nd District,1,Biden +3.04%,D
Maryland,10,Biden +27.59%,D
Massachusetts,11,Biden +36.32%,D
Michigan,16,Biden +9.73%,D
Minnesota,10,Biden +8.97%,D
Mississippi,6,Trump +9.55%,R
Missouri,10,Trump +8.51%,R
Montana,3,Trump +9.91%,R
Nebraska,2,Trump +30.97%,R
Nebraska 1st District,1,Trump +40.92%,R
Nebraska 2nd District,1,Biden +6.0%,D
Nebraska 3rd District,1,Trump +56.36%,R
Nevada,6,Biden +8.61%,D
New Hampshire,4,Biden +10.36%,D
New Jersey,14,Biden +24.17%,D
New Mexico,5,Biden +16.58%,D
New York,29,Biden +30.53%,D
North Carolina,15,Biden +2.71%,D
North Dakota,3,Trump +19.88%,R
Ohio,18,Biden +0.56%,D
Oklahoma,7,Trump +27.3%,R
Oregon,7,Biden +28.7%,D
Pennsylvania,20,Biden +8.8%,D
Rhode Island,4,Biden +26.8%,D
South Carolina,9,Trump +8.66%,R
South Dakota,3,Trump +22.27%,R
Tennessee,11,Trump +14.17%,R
Texas,38,Trump +1.54%,R
Utah,6,Trump +11.42%,R
Vermont,3,Biden +26.92%,D
Virginia,13,Trump +10.32%,R
Washington,12,Biden +31.42%,D
West Virginia,5,Trump +53.38%,R
Wisconsin,10,Biden +8.43%,D
Wyoming,3,Trump +55.32%,R
340,198
