name,ec,margin,winner
Alabama,9,Trump +18.87%,R
Alaska,3,Trump +8.04%,R
Arizona,11,Biden +1.73%,D
Arkansas,6,Trump +4.54%,R
California,55,Biden +32.46%,D
Colorado,9,Biden +15.47%,D
Connecticut,7,Biden +27.23%,D
District of Columbia,3,Biden +88.92%,D
Delaware,3,Biden +21.59%,D
Florida,29,Biden +4.94%,D
Georgia,16,Trump +3.11%,R
Hawaii,4,Biden +41.82%,D
Idaho,4,Trump +38.35%,R
Illinois,20,Biden +23.02%,D
Indiana,11,Trump +11.31%,R
Iowa,6,Biden +2.35%,D
Kansas,6,Trump +12.67%,R
Kentucky,8,Trump +20.18%,R
Louisiana,8,Trump +22.5%,R
Maine,2,Biden +13.47%,D
Maine 1st District,1,Biden +26.06%,D
Maine 2nd District,1,Biden +3.8%,D
Maryland,10,Biden +27.55%,D
Massachusetts,11,Biden +39.06%,D
Michigan,16,Biden +8.36%,D
Minnesota,10,Biden +10.38%,D
Mississippi,6,Trump +10.46%,R
Missouri,10,Trump +5.69%,R
Montana,3,Trump +10.25%,R
Nebraska,2,Trump +31.02%,R
Nebraska 1st District,1,Trump +40.8%,R
Nebraska 2nd District,1,Biden +7.1%,D
Nebraska 3rd District,1,Trump +56.72%,R
Nevada,6,Biden +8.93%,D
New Hampshire,4,Biden +9.27%,D
New Jersey,14,Biden +24.07%,D
New Mexico,5,Biden +16.21%,D
New York,29,Biden +30.28%,D
North Carolina,15,Biden +2.9%,D
North Dakota,3,Trump +19.61%,R
Ohio,18,Trump +1.98%,R
Oklahoma,7,Trump +25.99%,R
Oregon,7,Biden +28.86%,D
Pennsylvania,20,Biden +6.87%,D
Rhode Island,4,Biden +23.82%,D
South Carolina,9,Trump +10.38%,R
South Dakota,3,Trump +23.23%,R
Tennessee,11,Trump +12.81%,R
Texas,38,Biden +1.37%,D
Utah,6,Trump +9.86%,R
Vermont,3,Biden +28.43%,D
Virginia,13,Trump +11.22%,R
Washington,12,Biden +33.64%,D
West Virginia,5,Trump +55.11%,R
Wisconsin,10,Biden +9.07%,D
Wyoming,3,Trump +55.75%,R
366,172
