name,ec,margin,winner
Alabama,9,Trump +19.58%,R
Alaska,3,Trump +8.0%,R
Arizona,11,Biden +4.77%,D
Arkansas,6,Trump +3.1%,R
California,55,Biden +33.42%,D
Colorado,9,Biden +16.57%,D
Connecticut,7,Biden +29.22%,D
District of Columbia,3,Biden +89.9%,D
Delaware,3,Biden +21.57%,D
Florida,29,Biden +6.93%,D
Georgia,16,Trump +2.84%,R
Hawaii,4,Biden +39.76%,D
Idaho,4,Trump +38.41%,R
Illinois,20,Biden +20.56%,D
Indiana,11,Trump +11.88%,R
Iowa,6,Biden +1.11%,D
Kansas,6,Trump +11.98%,R
Kentucky,8,Trump +21.86%,R
Louisiana,8,Trump +23.45%,R
Maine,2,Biden +14.5%,D
Maine 1st District,1,Biden +26.52%,D
Maine 2nd District,1,Biden +4.62%,D
Maryland,10,Biden +26.43%,D
Massachusetts,11,Biden +36.86%,D
Michigan,16,Biden +7.9%,D
Minnesota,10,Biden +9.16%,D
Mississippi,6,Trump +11.14%,R
Missouri,10,Trump +7.02%,R
Montana,3,Trump +9.83%,R
Nebraska,2,Trump +30.66%,R
Nebraska 1st District,1,Trump +41.74%,R
Nebraska 2nd District,1,Biden +5.82%,D
Nebraska 3rd District,1,Trump +57.56%,R
Nevada,6,Biden +6.39%,D
New Hampshire,4,Biden +9.21%,D
New Jersey,14,Biden +23.67%,D
New Mexico,5,Biden +15.04%,D
New York,29,Biden +28.31%,D
North Carolina,15,Biden +1.51%,D
North Dakota,3,Trump +18.37%,R
Ohio,18,Trump +0.5%,R
Oklahoma,7,Trump +27.69%,R
Oregon,7,Biden +30.08%,D
Pennsylvania,20,Biden +7.62%,D
Rhode Island,4,Biden +26.16%,D
South Carolina,9,Trump +8.32%,R
South Dakota,3,Trump +23.62%,R
Tennessee,11,Trump +14.25%,R
Texas,38,Biden +0.75%,D
Utah,6,Trump +10.72%,R
Vermont,3,Biden +27.29%,D
Virginia,13,Trump +10.64%,R
Washington,12,Biden +30.85%,D
West Virginia,5,Trump +56.5%,R
Wisconsin,10,Biden +7.54%,D
Wyoming,3,Trump +55.55%,R
366,172
