name,ec,margin,winner
Alabama,9,Trump +19.15%,R
Alaska,3,Trump +8.78%,R
Arizona,11,Biden +2.89%,D
Arkansas,6,Trump +4.5%,R
California,55,Biden +32.7%,D
Colorado,9,Biden +15.31%,D
Connecticut,7,Biden +29.3%,D
District of Columbia,3,Biden +88.88%,D
Delaware,3,Biden +25.29%,D
Florida,29,Biden +5.69%,D
Georgia,16,Trump +2.68%,R
Hawaii,4,Biden +41.35%,D
Idaho,4,Trump +36.76%,R
Illinois,20,Biden +20.1%,D
Indiana,11,Trump +11.89%,R
Iowa,6,Biden +2.45%,D
Kansas,6,Trump +13.47%,R
Kentucky,8,Trump +20.06%,R
Louisiana,8,Trump +21.87%,R
Maine,2,Biden +15.03%,D
Maine 1st District,1,Biden +24.53%,D
Maine 2nd District,1,Biden +5.44%,D
Maryland,10,Biden +27.19%,D
Massachusetts,11,Biden +36.27%,D
Michigan,16,Biden +8.88%,D
Minnesota,10,Biden +8.83%,D
Mississippi,6,Trump +12.98%,R
Missouri,10,Trump +6.3%,R
Montana,3,Trump +9.36%,R
Nebraska,2,Trump +29.18%,R
Nebraska 1st District,1,Trump +40.53%,R
Nebraska 2nd District,1,Biden +5.11%,D
Nebraska 3rd District,1,Trump +56.77%,R
Nevada,6,Biden +7.94%,D
New Hampshire,4,Biden +9.21%,D
New Jersey,14,Biden +23.05%,D
New Mexico,5,Biden +15.52%,D
New York,29,Biden +29.61%,D
North Carolina,15,Biden +4.15%,D
North Dakota,3,Trump +20.4%,R
Ohio,18,Trump +1.09%,R
Oklahoma,7,Trump +27.39%,R
Oregon,7,Biden +28.46%,D
Pennsylvania,20,Biden +9.42%,D
Rhode Island,4,Biden +26.61%,D
South Carolina,9,Trump +8.57%,R
South Dakota,3,Trump +24.63%,R
Tennessee,11,Trump +12.62%,R
Texas,38,Trump +0.37%,R
Utah,6,Trump +11.18%,R
Vermont,3,Biden +28.64%,D
Virginia,13,Trump +10.95%,R
Washington,12,Biden +30.4%,D
West Virginia,5,Trump +56.31%,R
Wisconsin,10,Biden +7.42%,D
Wyoming,3,Trump +55.69%,R
328,210
