name,ec,margin,winner
Alabama,9,Trump +17.26%,R
Alaska,3,Trump +7.09%,R
Arizona,11,Biden +3.53%,D
Arkansas,6,Trump +4.72%,R
California,55,Biden +34.81%,D
Colorado,9,Biden +14.49%,D
Connecticut,7,Biden +28.02%,D
District of Columbia,3,Biden +89.42%,D
Delaware,3,Biden +23.04%,D
Florida,29,Biden +6.92%,D
Georgia,16,Trump +4.51%,R
Hawaii,4,Biden +37.96%,D
Idaho,4,Trump +39.0%,R
Illinois,20,Biden +21.8%,D
Indiana,11,Trump +10.61%,R
Iowa,6,Biden +0.95%,D
Kansas,6,Trump +14.88%,R
Kentucky,8,Trump +21.06%,R
Louisiana,8,Trump +21.87%,R
Maine,2,Biden +13.52%,D
Maine 1st District,1,Biden +24.39%,D
Maine 2nd District,1,Biden +6.46%,D
Maryland,10,Biden +26.52%,D
Massachusetts,11,Biden +37.38%,D
Michigan,16,Biden +9.67%,D
Minnesota,10,Biden +11.15%,D
Mississippi,6,Trump +11.25%,R
Missouri,10,Trump +6.6%,R
Montana,3,Trump +8.83%,R
Nebraska,2,Trump +28.25%,R
Nebraska 1st District,1,Trump +40.74%,R
Nebraska 2nd District,1,Biden +7.04%,D
Nebraska 3rd District,1,Trump +55.47%,R
Nevada,6,Biden +9.02%,D
New Hampshire,4,Biden +8.67%,D
New Jersey,14,Biden +24.97%,D
New Mexico,5,Biden +16.56%,D
New York,29,Biden +29.85%,D
North Carolina,15,Biden +2.23%,D
North Dakota,3,Trump +19.78%,R
Ohio,18,Biden +0.39%,D
Oklahoma,7,Trump +29.35%,R
Oregon,7,Biden +30.16%,D
Pennsylvania,20,Biden +8.51%,D
Rhode Island,4,Biden +26.47%,D
South Carolina,9,Trump +10.84%,R
South Dakota,3,Trump +23.74%,R
Tennessee,11,Trump +14.55%,R
Texas,38,Biden +0.41%,D
Utah,6,Trump +11.25%,R
Vermont,3,Biden +29.23%,D
Virginia,13,Trump +11.43%,R
Washington,12,Biden +31.54%,D
West Virginia,5,Trump +53.87%,R
Wisconsin,10,Biden +9.64%,D
Wyoming,3,Trump +55.83%,R
384,154
