name,ec,margin,winner
Alabama,9,Trump +18.68%,R
Alaska,3,Trump +7.63%,R
Arizona,11,Biden +4.0%,D
Arkansas,6,Trump +3.53%,R
California,55,Biden +33.4%,D
Colorado,9,Biden +14.53%,D
Connecticut,7,Biden +26.7%,D
District of Columbia,3,Biden +89.76%,D
Delaware,3,Biden +22.27%,D
Florida,29,Biden +6.35%,D
Georgia,16,Trump +2.39%,R
Hawaii,4,Biden +40.86%,D
Idaho,4,Trump +38.92%,R
Illinois,20,Biden +20.3%,D
Indiana,11,Trump +13.32%,R
Iowa,6,Biden +0.67%,D
Kansas,6,Trump +13.0%,R
Kentucky,8,Trump +21.37%,R
Louisiana,8,Trump +23.04%,R
Maine,2,Biden +16.3%,D
Maine 1st District,1,Biden +24.8%,D
Maine 2nd District,1,Biden +6.72%,D
Maryland,10,Biden +26.19%,D
Massachusetts,11,Biden +39.23%,D
Michigan,16,Biden +10.08%,D
Minnesota,10,Biden +10.1%,D
Mississippi,6,Trump +11.48%,R
Missouri,10,Trump +8.42%,R
Montana,3,Trump +10.53%,R
Nebraska,2,Trump +29.96%,R
Nebraska 1st District,1,Trump +39.44%,R
Nebraska 2nd District,1,Biden +7.01%,D
Nebraska 3rd District,1,Trump +55.58%,R
Nevada,6,Biden +9.35%,D
New Hampshire,4,Biden +8.56%,D
New Jersey,14,Biden +24.2%,D
New Mexico,5,Biden +17.4%,D
New York,29,Biden +30.68%,D
North Carolina,15,Biden +4.97%,D
North Dakota,3,Trump +20.46%,R
Ohio,18,Trump +0.25%,R
Oklahoma,7,Trump +27.9%,R
Oregon,7,Biden +30.29%,D
Pennsylvania,20,Biden +8.48%,D
Rhode Island,4,Biden +25.92%,D
South Carolina,9,Trump +9.51%,R
South Dakota,3,Trump +24.07%,R
Tennessee,11,Trump +12.35%,R
Texas,38,Trump +0.88%,R
Utah,6,Trump +12.48%,R
Vermont,3,Biden +28.17%,D
Virginia,13,Trump +11.91%,R
Washington,12,Biden +32.67%,D
West Virginia,5,Trump +54.87%,R
Wisconsin,10,Biden +7.92%,D
Wyoming,3,Trump +55.53%,R
328,210
