name,ec,margin,winner
Alabama,9,Trump +19.73%,R
Alaska,3,Trump +6.94%,R
Arizona,11,Biden +3.51%,D
Arkansas,6,Trump +5.66%,R
California,55,Biden +31.7%,D
Colorado,9,Biden +16.87%,D
Connecticut,7,Biden +28.87%,D
District of Columbia,3,Biden +89.22%,D
Delaware,3,Biden +22.24%,D
Florida,29,Biden +6.95%,D
Georgia,16,Trump +3.72%,R
Hawaii,4,Biden +39.44%,D
Idaho,4,Trump +38.78%,R
Illinois,20,Biden +22.88%,D
Indiana,11,Trump +11.29%,R
Iowa,6,Biden +1.31%,D
Kansas,6,Trump +14.75%,R
Kentucky,8,Trump +20.2%,R
Louisiana,8,Trump +23.02%,R
Maine,2,Biden +15.68%,D
Maine 1st District,1,Biden +25.57%,D
Maine 2nd District,1,Biden +3.77%,D
Maryland,10,Biden +27.6%,D
Massachusetts,11,Biden +37.97%,D
Michigan,16,Biden +8.95%,D
Minnesota,10,Biden +9.98%,D
Mississippi,6,Trump +10.91%,R
Missouri,10,Trump +7.34%,R
Montana,3,Trump +10.2%,R
Nebraska,2,Trump +29.57%,R
Nebraska 1st District,1,Trump +41.39%,R
Nebraska 2nd District,1,Biden +7.89%,D
Nebraska 3rd District,1,Trump +55.16%,R
Nevada,6,Biden +7.64%,D
New Hampshire,4,Biden +9.38%,D
New Jersey,14,Biden +26.24%,D
New Mexico,5,Biden +16.82%,D
New York,29,Biden +30.3%,D
North Carolina,15,Biden +3.51%,D
North Dakota,3,Trump +18.58%,R
Ohio,18,Biden +0.65%,D
Oklahoma,7,Trump +27.41%,R
Oregon,7,Biden +30.17%,D
Pennsylvania,20,Biden +7.4%,D
Rhode Island,4,Biden +26.18%,D
South Carolina,9,Trump +9.52%,R
South Dakota,3,Trump +24.04%,R
Tennessee,11,Trump +13.55%,R
Texas,38,Trump +0.42%,R
Utah,6,Trump +10.11%,R
Vermont,3,Biden +28.64%,D
Virginia,13,Trump +11.48%,R
Washington,12,Biden +31.71%,D
West Virginia,5,Trump +54.25%,R
Wisconsin,10,Biden +8.26%,D
Wyoming,3,Trump +55.37%,R
346,192
