name,ec,margin,winner
Alabama,9,Trump +18.98%,R
Alaska,3,Trump +8.27%,R
Arizona,11,Biden +3.39%,D
Arkansas,6,Trump +2.75%,R
California,55,Biden +34.98%,D
Colorado,9,Biden +15.05%,D
Connecticut,7,Biden +27.74%,D
District of Columbia,3,Biden +89.87%,D
Delaware,3,Biden +22.68%,D
Florida,29,Biden +7.68%,D
Georgia,16,Trump +1.69%,R
Hawaii,4,Biden +40.6%,D
Idaho,4,Trump +37.63%,R
Illinois,20,Biden +20.59%,D
Indiana,11,Trump +10.69%,R
Iowa,6,Biden +1.04%,D
Kansas,6,Trump +13.54%,R
Kentucky,8,Trump +20.16%,R
Louisiana,8,Trump +22.77%,R
Maine,2,Biden +14.64%,D
Maine 1st District,1,Biden +23.63%,D
Maine 2nd District,1,Biden +4.51%,D
Maryland,10,Biden +27.34%,D
Massachusetts,11,Biden +37.45%,D
Michigan,16,Biden +8.35%,D
Minnesota,10,Biden +10.71%,D
Mississippi,6,Trump +9.85%,R
Missouri,10,Trump +10.63%,R
Montana,3,Trump +11.11%,R
Nebraska,2,Trump +31.15%,R
Nebraska 1st District,1,Trump +40.92%,R
Nebraska 2nd District,1,Biden +5.37%,D
Nebraska 3rd District,1,Trump +56.32%,R
Nevada,6,Biden +7.05%,D
New Hampshire,4,Biden +8.4%,D
New Jersey,14,Biden +23.78%,D
New Mexico,5,Biden +15.43%,D
New York,29,Biden +31.16%,D
North Carolina,15,Biden +3.44%,D
North Dakota,3,Trump +21.75%,R
Ohio,18,Trump +0.22%,R
Oklahoma,7,Trump +28.42%,R
Oregon,7,Biden +30.32%,D
Pennsylvania,20,Biden +6.91%,D
Rhode Island,4,Biden +26.44%,D
South Carolina,9,Trump +8.36%,R
South Dakota,3,Trump +24.48%,R
Tennessee,11,Trump +14.75%,R
Texas,38,Trump +0.77%,R
Utah,6,Trump +10.93%,R
Vermont,3,Biden +27.62%,D
Virginia,13,Trump +10.93%,R
Washington,12,Biden +30.16%,D
West Virginia,5,Trump +56.27%,R
Wisconsin,10,Biden +7.78%,D
Wyoming,3,Trump +56.67%,R
328,210
